Date_Value,Category,Count,Year,Issues,Sample_Line,Sample_Individual,Sample_Name
1261,medieval_late,12,1261,Post-1000 AD (should be trimmed): 1261,887267,I59719,"Henri de Lorraine, Lord de Bayon //"
(ABT -140),ad_standard,12,140,,253508,I33843,Quints Mucius-Scaevola Pontifex //
ABT 1025,medieval_late,12,1025,Post-1000 AD (should be trimmed): 1025,41403,I9467,Pushkar //
ABT 1535,medieval_late,12,1535,Post-1000 AD (should be trimmed): 1535,66324,I22326,María /Vázquez de Coronado y Estrada/
ABT 220,ad_standard,12,220,,188002,I30374,Asinia //
ABT 240,ad_standard,12,240,,190300,I30544,Gaius Annius Anullinus Geminus /Percennianus/
ABT 175,ad_standard,12,175,,191276,I30589,Commodus Pompeianus //
ABT 1090,medieval_late,12,1090,Post-1000 AD (should be trimmed): 1090,346153,I36154,D.Urraca de Pamplona //
ABT 880,ad_standard,12,880,,402759,I40142,חסדאי אבן שפרוט //
ABT 935,ad_standard,12,935,,404640,I40189,Palṭoi /ben Ẓemaḥ Kohen Ṣedeq/
ABT 925,ad_standard,12,925,,405255,I40206,Ali /ben Khalaf ben Tanab/
ABT 1045,medieval_late,12,1045,Post-1000 AD (should be trimmed): 1045,406394,I40240,Samuel /ben Azariah Gaon/
ABT 1115,medieval_late,12,1115,Post-1000 AD (should be trimmed): 1115,407285,I40267,Abu Ishaq Abraham /ben Nathan/
ABT 1055,medieval_late,12,1055,Post-1000 AD (should be trimmed): 1055,408375,I40303,Sahl /ben Abu Amr Yosef/
ABT 1205,medieval_late,12,1205,Post-1000 AD (should be trimmed): 1205,416211,I40505,"Abraham ""Sheshet Perfet"" Benvenist //"
1 JAN 38,malformed,12,,Unparseable date format,1027707,I67809,Tiberius Julius Aspurgus //
46 B.C.,bc,11,-46,,1029305,I67886,Musa of Parthia //
82 B.C.,bc,11,-82,,1043540,I68666,Aemilia Scaura //
1091,medieval_late,11,1091,Post-1000 AD (should be trimmed): 1091,32221,I8842,Raja Galuh XVIII - Arya Tunggalningrat (1065-1091) /Placeholder surname/
661,ad_standard,11,661,,36442,I9170,"Maharaja Galuh III (709-716), Raja Kalingga Utara III (716-732) - Bratas /Placeholder surname/"
1540,medieval_late,11,1540,Post-1000 AD (should be trimmed): 1540,62785,I22163,Luis /Núñez de Toledo y Mendoza/
1430,medieval_late,11,1430,Post-1000 AD (should be trimmed): 1430,64584,I22259,Shlomo ben David ben Shlomo /Ibn Yachya/
1565,medieval_late,11,1565,Post-1000 AD (should be trimmed): 1565,66693,I22344,Petronila /de Bocanegra/
934,ad_standard,11,934,,164441,I29462,Gutier Menéndez //
120,ad_standard,11,120,,196094,I30926,Lucius Pedanius Fascus /Salinator/
630,ad_standard,11,630,,213656,I31848,Umm Kulthum bint Muhammad //
1 JAN 630,ad_standard,11,630,,213658,I31848,Umm Kulthum bint Muhammad //
655,ad_standard,11,655,,214817,I31903,Al-Hakam ibn Abi al-As //
165,ad_standard,11,165,,312863,I35125,Annia Faustina //
712,ad_standard,11,712,,399423,I40052,"Hillai ""Nahilai"" /ben Hananya, of Narash/"
917,ad_standard,11,917,,402278,I40129,Hananya /ben Yehudah (bar Pinchas)/
1013,medieval_late,11,1013,Post-1000 AD (should be trimmed): 1013,406020,I40234,Abu Musa Levi /bar Ishaq ibn Mar Sahl/
1029,medieval_late,11,1029,Post-1000 AD (should be trimmed): 1029,408420,I40305,"Ṣāʿid al-Andalusī ""Hiyya al-Daudi"", Qaḍī of Cordoba & Toledo //"
1288,medieval_late,11,1288,Post-1000 AD (should be trimmed): 1288,418939,I40609,Gersonides - RaLBaG //
1355,medieval_late,11,1355,Post-1000 AD (should be trimmed): 1355,420453,I40677,Solomon /HaLevi Nunez/
590,ad_standard,11,590,,434892,I41438,Haninae /David/
480,ad_standard,11,480,,478451,I43189,Abd al-Muttalib //
936,ad_standard,11,936,,512018,I44993,Hasan al-Muntakhab bin /Ahmad an-Nasir/
993,ad_standard,11,993,,522967,I45652,שמואל הנגיד //
911,ad_standard,11,911,,543939,I46087,Nuno /Guterres de Celanova/
929,ad_standard,11,929,,553339,I46292,Gonzalo /Betótiz/
972,ad_standard,11,972,,562106,I46501,Andregoto /Galíndez/
1077,medieval_late,11,1077,Post-1000 AD (should be trimmed): 1077,577712,I46976,Íñigo /López/
1 JAN 1066,medieval_late,11,1066,Post-1000 AD (should be trimmed): 1066,617225,I48155,Henry of Burgundy //
1043,medieval_late,11,1043,Post-1000 AD (should be trimmed): 1043,634681,I48635,Rodrigo /Diaz de Vivar/
1217,medieval_late,11,1217,Post-1000 AD (should be trimmed): 1217,638628,I48727,Pero /Mendes de Azevedo/
1267,medieval_late,11,1267,Post-1000 AD (should be trimmed): 1267,646495,I49064,Rodrigo /Alfonso de León/
1257,medieval_late,11,1257,Post-1000 AD (should be trimmed): 1257,648553,I49146,/de Oliveira/
1271,medieval_late,11,1271,Post-1000 AD (should be trimmed): 1271,657675,I49439,Tello Alfonso /De Meneses/
1 JAN 636,ad_standard,11,636,,679620,I50237,Peroz III //
845,ad_standard,11,845,,696327,I51112,Loup Donat //
1 JAN 975,ad_standard,11,975,,701299,I51332,Abd al-Malik al-Muzaffar //
1 JAN 955,ad_standard,11,955,,701387,I51336,Sancho IV Garcés of Gascony //
1 JAN 997,ad_standard,11,997,,707166,I51599,Gonzalo Menéndez //
1049,medieval_late,11,1049,Post-1000 AD (should be trimmed): 1049,715429,I51970,Bernat II de Pallars Sobirà //
1 JAN 1032,medieval_late,11,1032,Post-1000 AD (should be trimmed): 1032,719944,I52169,Arslan Isra'il //
1 JAN 942,ad_standard,11,942,,721162,I52229,Radulf //
1 JAN 1072,medieval_late,11,1072,Post-1000 AD (should be trimmed): 1072,725530,I52417,Agnes of Waiblingen //
1 JAN 1048,medieval_late,11,1048,Post-1000 AD (should be trimmed): 1048,726093,I52439,"Peter I, Count of Savoy //"
1051,medieval_late,11,1051,Post-1000 AD (should be trimmed): 1051,727199,I52487,Peter of Carcassonne //
1 JAN 1088,medieval_late,11,1088,Post-1000 AD (should be trimmed): 1088,746564,I53341,"Baldwin III, Count of Hainaut //"
1 JAN 1173,medieval_late,11,1173,Post-1000 AD (should be trimmed): 1173,747485,I53379,Geoffroy IV of Thouars //
1 JAN 1182,medieval_late,11,1182,Post-1000 AD (should be trimmed): 1182,747706,I53388,Maria of Antioch //
1 JAN 1104,medieval_late,11,1104,Post-1000 AD (should be trimmed): 1104,750441,I53512,Marguerite de l'Aigle //
1 JAN 1202,medieval_late,11,1202,Post-1000 AD (should be trimmed): 1202,750628,I53521,Froila Ramírez //
1 JAN 1194,medieval_late,11,1194,Post-1000 AD (should be trimmed): 1194,763167,I54095,"Raymond V, Count of Toulouse //"
1219,medieval_late,11,1219,Post-1000 AD (should be trimmed): 1219,763790,I54120,Fernando Núñez de Lara //
1233,medieval_late,11,1233,Post-1000 AD (should be trimmed): 1233,785568,I55046,Raymond I of Thouars //
1 JAN 1217,medieval_late,11,1217,Post-1000 AD (should be trimmed): 1217,836128,I57295,"Henry V, Count of Luxembourg //"
1221,medieval_late,11,1221,Post-1000 AD (should be trimmed): 1221,838172,I57391,"Arnold III, Count of Loon //"
1332,medieval_late,11,1332,Post-1000 AD (should be trimmed): 1332,1051046,I69097,Elsbeth Walbyf //
1283,medieval_late,11,1283,Post-1000 AD (should be trimmed): 1283,1140240,I74066,Erling Alvsson //
(ABT -45),unknown,11,,,237866,I33135,Lucius Munatius Plancus Paulinus //
(ABT -90),unknown,11,,,248238,I33767,Quintus /Volusius-Saturninus/
ABT 1525,medieval_late,11,1525,Post-1000 AD (should be trimmed): 1525,49281,I9929,MARUMANO /Placeholder surname/
ABT 1550,medieval_late,11,1550,Post-1000 AD (should be trimmed): 1550,59168,I11214,"Agnivarna, King of Kosala /Placeholder surname/"
ABT 20,unknown,11,,,223666,I32203,Cornelia Cethegilla //
ABT 790,ad_standard,11,790,,400830,I40092,Anan /ben Daniel ben Saul/
ABT 890,ad_standard,11,890,,403532,I40161,Yitzhak Ẓemaḥ /ben Palṭoi Kohen Ṣedeq (Yosef Ibomai)/
25,malformed,11,,Unparseable date format,214163,I31873,Gnaeus Pedanius Fuscus /Salinator/
130 B.C.,bc,10,-130,,137526,I27311,Ptolemy Memphites //
87 B.C.,bc,10,-87,,338894,I35890,Publius Licinius Crassus Dives //
1 JAN 20 B.C.,bc,10,-1,,1011484,I66915,Mithridates II of Commagene //
80 B.C.,bc,10,-80,,1018685,I67311,Gaius Antonius //
1011,medieval_late,10,1011,Post-1000 AD (should be trimmed): 1011,32724,I8884,Mahendradatta /Isyana-Warmadewa/
891,ad_standard,10,891,,34384,I9056,Maharaja Sunda VIII - Rakryan Wuwus (819-891) /Placeholder surname/
847,ad_standard,10,847,,34924,I9091,"Maharaja Sriwijaya VI (792–840), Medang VI (828-847) - Rakai Garung /Placeholder surname/"
795,ad_standard,10,795,,35017,I9097,Maharaja Sunda VI - Rakryan Hujungkulon (783-795) /Placeholder surname/
783,ad_standard,10,783,,35413,I9118,Maharaja Sunda V - Hulukujang (766-783) /Placeholder surname/
1440,medieval_late,10,1440,Post-1000 AD (should be trimmed): 1440,71248,I22562,Martín /de Gante y Sánchez/
1550,medieval_late,10,1550,Post-1000 AD (should be trimmed): 1550,75600,I22757,Rodrigo /de Cervantes/
885,ad_standard,10,885,,305236,I34840,Elvira Menendez //
896,ad_standard,10,896,,401329,I40111,Hayya /ben Mar Naḥshon/
1293,medieval_late,10,1293,Post-1000 AD (should be trimmed): 1293,418731,I40599,Itzhak Ben /Haleví de la Caballería/
1325,medieval_late,10,1325,Post-1000 AD (should be trimmed): 1325,419048,I40614,Isaac /HaLevi de la Caballeria/
1264,medieval_late,10,1264,Post-1000 AD (should be trimmed): 1264,419721,I40646,Yosef ibn Yahya HaZaken //
1357,medieval_late,10,1357,Post-1000 AD (should be trimmed): 1357,420030,I40658,Isaac Bonafos /Saltell/
1314,medieval_late,10,1314,Post-1000 AD (should be trimmed): 1314,420196,I40665,Shealtiel /Gracian/
1470,medieval_late,10,1470,Post-1000 AD (should be trimmed): 1470,422566,I40757,Alvar /Rodríguez de Maluenda/
1445,medieval_late,10,1445,Post-1000 AD (should be trimmed): 1445,422686,I40763,Benbeniste Judah /Haleví Gutierrez de la Caballeria/
745,ad_standard,10,745,,482934,I43351,إدريس الأكبر //
818,ad_standard,10,818,,487304,I43550,Muhammad al-Dibaj //
1 JAN 840,ad_standard,10,840,,496974,I44096,Muhammad al-Taqi //
933,ad_standard,10,933,,497094,I44102,Ubaydullah Al-Mahdi //
812,ad_standard,10,812,,498681,I44193,محمد المهدي //
956,ad_standard,10,956,,501928,I44375,//
825,ad_standard,10,825,,504342,I44526,Princess Aliyah //
788,ad_standard,10,788,,504381,I44528,موسى الهادي //
851,ad_standard,10,851,,507731,I44742,'Amr bin Aslan al-Isbili //
852,ad_standard,10,852,,539299,I46006,Alfonso III of Asturias //
948,ad_standard,10,948,,543683,I46084,Ilduara Eriz /de Lugo/
984,ad_standard,10,984,,560764,I46456,/Dordia Osorez/
941,ad_standard,10,941,,561666,I46488,Fortún /López/
835,ad_standard,10,835,,565182,I46576,García /Jiménez/
996,ad_standard,10,996,,570628,I46767,Alfonso V of León //
1036,medieval_late,10,1036,Post-1000 AD (should be trimmed): 1036,575752,I46930,Count Armengol II of /Urgel/
1171,medieval_late,10,1171,Post-1000 AD (should be trimmed): 1171,605452,I47859,Diogo Mendes /de Ribadouro/
1266,medieval_late,10,1266,Post-1000 AD (should be trimmed): 1266,606554,I47906,Aldonça /Martins da Silva/
1251,medieval_late,10,1251,Post-1000 AD (should be trimmed): 1251,606902,I47918,Martim /Vasques Pimentel/
1212,medieval_late,10,1212,Post-1000 AD (should be trimmed): 1212,609424,I48029,Martim /Fernandes de Urgueses/
1033,medieval_late,10,1033,Post-1000 AD (should be trimmed): 1033,610682,I48089,Urraca /de Castilla y León/
755,ad_standard,10,755,,634276,I48611,NN /NN/
1312,medieval_late,10,1312,Post-1000 AD (should be trimmed): 1312,649146,I49177,Pedro Afonso /Ribeiro/
1174,medieval_late,10,1174,Post-1000 AD (should be trimmed): 1174,668248,I49664,Arnal /Mir de Pallars Jussà/
1 JAN 1185,medieval_late,10,1185,Post-1000 AD (should be trimmed): 1185,668843,I49684,Fernando Rodríguez de Castro //
1 JAN 540,ad_standard,10,540,,672249,I49784,Umm Hakim bint Abd al-Muttalib //
1 JAN 610,ad_standard,10,610,,672830,I49818,Abd Allah ibn Abi Bakr //
501,ad_standard,10,501,,675246,I49968,Qutaylah bint Abd-al-Uzza //
1 JAN 850,ad_standard,10,850,,700423,I51294,García II Sánchez of Gascony //
801,ad_standard,10,801,,700828,I51311,"Raymond I, Count of Toulouse //"
1 JAN 968,ad_standard,10,968,,707147,I51598,Mumadona Dias //
1 JAN 1092,medieval_late,10,1092,Post-1000 AD (should be trimmed): 1092,722547,I52289,Bermudo Ovéquiz //
1 JAN 1015,medieval_late,10,1015,Post-1000 AD (should be trimmed): 1015,725411,I52412,"Herman IV, Duke of Swabia //"
1 JAN 1087,medieval_late,10,1087,Post-1000 AD (should be trimmed): 1087,725592,I52420,Solomon //
1 JAN 1143,medieval_late,10,1143,Post-1000 AD (should be trimmed): 1143,728300,I52537,Rodrigo González de Lara //
1 JAN 835,ad_standard,10,835,,736437,I52901,"Conrad II, Duke of Transjurane Burgundy //"
1 JAN 935,ad_standard,10,935,,739556,I53042,Gerberge of Lorraine //
1 JAN 1036,medieval_late,10,1036,Post-1000 AD (should be trimmed): 1036,743950,I53232,"Egbert I, Margrave of Meissen //"
1 JAN 870,ad_standard,10,870,,759633,I53933,"Fulk I, Count of Anjou //"
1 JAN 1129,medieval_late,10,1129,Post-1000 AD (should be trimmed): 1129,761596,I54027,William III of Forcalquier //
1 JAN 1228,medieval_late,10,1228,Post-1000 AD (should be trimmed): 1228,763841,I54122,Gonzalo Núñez de Lara y Traba //
1238,medieval_late,10,1238,Post-1000 AD (should be trimmed): 1238,799616,I55709,Bernat Guillem de Montpeller //
1 JAN 1219,medieval_late,10,1219,Post-1000 AD (should be trimmed): 1219,836274,I57301,Yolanda of Flanders //
1 JAN 1216,medieval_late,10,1216,Post-1000 AD (should be trimmed): 1216,836340,I57304,Eustace of Flanders //
1229,medieval_late,10,1229,Post-1000 AD (should be trimmed): 1229,837206,I57344,Henri IV of Grandpré //
1239,medieval_late,10,1239,Post-1000 AD (should be trimmed): 1239,843148,I57633,Hugo III of Baux //
1 JAN 1224,medieval_late,10,1224,Post-1000 AD (should be trimmed): 1224,843521,I57651,"Guy II, Count of Auvergne //"
1304,medieval_late,10,1304,Post-1000 AD (should be trimmed): 1304,847620,I57862,Fernando Rodríguez de Castro //
1253,medieval_late,10,1253,Post-1000 AD (should be trimmed): 1253,896438,I60141,Anna-Euphrosyne //
1241,medieval_late,10,1241,Post-1000 AD (should be trimmed): 1241,1073743,I70334,"Walter de Lacy, Lord of Meath //"
1 JAN 1249,medieval_late,10,1249,Post-1000 AD (should be trimmed): 1249,1197551,I77347,"John I, Duke of Saxony //"
(ABT -5),unknown,10,,,232388,I32788,//
(ABT -40),unknown,10,,,239763,I33252,Gaius Octavius Laenas //
ABT 950,ad_standard,10,950,,40478,I9393,Sumitra Amitrajit /Placeholder surname/
ABT 975,ad_standard,10,975,,40771,I9414,Suparna /Placeholder surname/
ABT 1225,medieval_late,10,1225,Post-1000 AD (should be trimmed): 1225,44824,I9713,"Divakara, King of Kosala /Placeholder surname/"
ABT 1400,medieval_late,10,1400,Post-1000 AD (should be trimmed): 1400,47663,I9866,PRASENJIT-1 //
ABT 1600,medieval_late,10,1600,Post-1000 AD (should be trimmed): 1600,49638,I9953,"Dhruvasandhi, King of Kosala /Placeholder surname/"
ABT 1465,medieval_late,10,1465,Post-1000 AD (should be trimmed): 1465,57128,I10346,Arnuwanda I //
ABT 1470,medieval_late,10,1470,Post-1000 AD (should be trimmed): 1470,65206,I22290,Francisco /Lopez Polanco/
ABT 210,ad_standard,10,210,,187861,I30363,"Gaius Vettius, V //"
ABT 195,ad_standard,10,195,,189850,I30516,Marcus /Pubilius/
ABT 200,ad_standard,10,200,,308526,I34954,Vitrasius Pretextus //
ABT 840,ad_standard,10,840,,401258,I40109,Rab Dimi 'Abba Dimi' /ben Nechemiah II/
ABT 860,ad_standard,10,860,,401657,I40123,Abaye /ben Natronai Kohen Ṣedeq/
ABT 1085,medieval_late,10,1085,Post-1000 AD (should be trimmed): 1085,406000,I40233,"Yosef ben Hizkiya ibn ʿAwkal, Nasi, Nagid of Fustat and Rome //"
ABT 1135,medieval_late,10,1135,Post-1000 AD (should be trimmed): 1135,415018,I40465,Nathan /bar David Nasi/
ABT 1235,medieval_late,10,1235,Post-1000 AD (should be trimmed): 1235,417090,I40532,"החכם והמקובל רַבִּי יִצְחַק סַגִּי נְהוֹר,אבי הקבלה //"
ABT 905,ad_standard,10,905,,523960,I45687,Hananel II /ben Paltiel I/
10,malformed,10,,Unparseable date format,231799,I32755,Servius Cornelius Lentulus Cetheghus //
33,malformed,10,,Unparseable date format,231938,I32766,Munatia Plancina //
1 JAN 66,malformed,10,,Unparseable date format,1042965,I68638,Claudia Antonia //
180 B.C.,bc,9,-180,,270940,I34093,Ptolemy V Epiphanes //
30 B.C.,bc,9,-30,,325999,I35617,Servilia //
1 JAN 800 B.C.,bc,9,-1,,974031,I64874,Caranus of Macedon //
650 B.C.,bc,9,-650,,977784,I65107,Argaeus I of Macedon //
1 JAN 101 B.C.,bc,9,-1,,995994,I66078,Ptolemy Apion //
1 JAN 70 B.C.,bc,9,-1,,1005624,I66596,Mithridates I Callinicus //
1328,medieval_late,9,1328,Post-1000 AD (should be trimmed): 1328,29858,I8679,Tribhuwana Tunggadewi //
979,ad_standard,9,979,,30054,I8685,Mundh /Placeholder surname/
1249,medieval_late,9,1249,Post-1000 AD (should be trimmed): 1249,31079,I8744,Anusapati //
954,ad_standard,9,954,,33602,I8979,Maharaja Sunda XIII - Limbur Kancana (942-954) /Placeholder surname/
620,ad_standard,9,620,,38575,I9273,Sempakwaja bin /Wretikandayun/
1322,medieval_late,9,1322,Post-1000 AD (should be trimmed): 1322,56572,I10321,Arnuwanda II /Placeholder surname/
1510,medieval_late,9,1510,Post-1000 AD (should be trimmed): 1510,62198,I22132,Juan /Cervantes de Casaus/
1524,medieval_late,9,1524,Post-1000 AD (should be trimmed): 1524,63205,I22185,/de Salazar/
1570,medieval_late,9,1570,Post-1000 AD (should be trimmed): 1570,69353,I22477,Antonio /Cadena de la Bullon/
1530,medieval_late,9,1530,Post-1000 AD (should be trimmed): 1530,70364,I22535,Don Gedaliah Ibn Yehuda /ibn Yahya of Lisbon/
1495,medieval_late,9,1495,Post-1000 AD (should be trimmed): 1495,79155,I22926,Don David /ibn Yahya/
1574,medieval_late,9,1574,Post-1000 AD (should be trimmed): 1574,83060,I23086,Jerónimo /Zayas-Bazán/
1 JAN 460,ad_standard,9,460,,168640,I29786,Flavius Areobindus Dagalaifus Areobindus //
117,ad_standard,9,117,,204606,I31322,Quintus Aquilius /Niger/
565,ad_standard,9,565,,211304,I31729,Khadija bint Khuwaylid //
842,ad_standard,9,842,,305268,I34841,Hermenegildo Gutiérrez //
791,ad_standard,9,791,,305380,I34847,Ramiro I of Asturias //
180,ad_standard,9,180,,310507,I35039,Titus Fundanius Vitrasius /Optatus/
730,ad_standard,9,730,,400390,I40078,"Theoderik II /Makhir, al/"
805,ad_standard,9,805,,400734,I40089,Nehemiah /ben Asher haZaken/
1263,medieval_late,9,1263,Post-1000 AD (should be trimmed): 1263,415963,I40497,יונה /בן אברהם/
1420,medieval_late,9,1420,Post-1000 AD (should be trimmed): 1420,423923,I40825,Alonzo /Gutierrez de La Caballeria/
1572,medieval_late,9,1572,Post-1000 AD (should be trimmed): 1572,429254,I41093,Catalina Maria Leonor de la Pena /Cadena de Cuellar/
686,ad_standard,9,686,,476202,I43096,Aqeel bin Abu Talib //
440,ad_standard,9,440,,481589,I43290,Salma bint Amr //
652,ad_standard,9,652,,486657,I43510,Abdul-Rahman bin Awf //
789,ad_standard,9,789,,491196,I43768,Muhammad bin Ibrahim Tabataba //
846,ad_standard,9,846,,497092,I44102,Ubaydullah Al-Mahdi //
780,ad_standard,9,780,,498659,I44192,Princess Rayta bin al-Saffah //
976,ad_standard,9,976,,511973,I44990,Yihya bin /./
1 JAN 810,ad_standard,9,810,,541491,I46036,García Íñiguez of Pamplona //
765,ad_standard,9,765,,543125,I46064,Bermudo /Vimaranez de Asturias/
973,ad_standard,9,973,,543532,I46078,Alvito /Lucides/
922,ad_standard,9,922,,547551,I46134,Nomilia /Ximenez de Navarra/
893,ad_standard,9,893,,552051,I46269,Aznar /Sánchez de Larraún/
992,ad_standard,9,992,,564862,I46563,Ramiro Sánchez de Navarra //
887,ad_standard,9,887,,565467,I46583,Bermudo /Núñez/
839,ad_standard,9,839,,574289,I46888,Sancha /de Aragón/
966,ad_standard,9,966,,575835,I46934,N.N. /Muñoz de Somiedo/
1082,medieval_late,9,1082,Post-1000 AD (should be trimmed): 1082,585208,I47228,Gonçalo /Eris de Marnel/
1313,medieval_late,9,1313,Post-1000 AD (should be trimmed): 1313,645265,I49037,Marina /Páez de Sotomayor y Nuñez Maldonado/
1 JAN 580,ad_standard,9,580,,672877,I49821,Abd-Allah ibn Jahsh //
1 JAN 590,ad_standard,9,590,,674243,I49902,Aqil ibn Abi Talib //
1 JAN 660,ad_standard,9,660,,675505,I49983,Qasim ibn Muhammad ibn Abi Bakr //
701,ad_standard,9,701,,681641,I50362,Ibrahim al-Imam //
1 JAN 864,ad_standard,9,864,,685054,I50565,Yahya ibn Muhammad //
1 JAN 845,ad_standard,9,845,,687337,I50690,Al-Mu'tamid //
1 JAN 420,ad_standard,9,420,,688839,I50766,Shapur IV //
889,ad_standard,9,889,,692989,I50962,Ismaïl ibn Mussa //
1 JAN 1068,medieval_late,9,1068,Post-1000 AD (should be trimmed): 1068,706821,I51583,"Agnes of Burgundy, Duchess of Aquitaine //"
1 JAN 1037,medieval_late,9,1037,Post-1000 AD (should be trimmed): 1037,713162,I51872,Teresa of Aragon //
1 JAN 1054,medieval_late,9,1054,Post-1000 AD (should be trimmed): 1054,714734,I51940,"Gaston III, Viscount of Béarn //"
1 JAN 978,ad_standard,9,978,,720678,I52209,Hug de Tolosa //
1 JAN 877,ad_standard,9,877,,721692,I52251,Engelberge of Provence //
1 JAN 1014,medieval_late,9,1014,Post-1000 AD (should be trimmed): 1014,722270,I52275,Bernard II of Bigorre //
1 JAN 1136,medieval_late,9,1136,Post-1000 AD (should be trimmed): 1136,726563,I52459,"William VI, Count of Auvergne //"
1 JAN 1126,medieval_late,9,1126,Post-1000 AD (should be trimmed): 1126,733629,I52775,al-Qahir //
1 JAN 1162,medieval_late,9,1162,Post-1000 AD (should be trimmed): 1162,733631,I52775,al-Qahir //
1 JAN 1108,medieval_late,9,1108,Post-1000 AD (should be trimmed): 1108,744592,I53260,"Leopold, Duke of Bavaria //"
1 JAN 1151,medieval_late,9,1151,Post-1000 AD (should be trimmed): 1151,747512,I53380,William I of Thouars //
1 JAN 1178,medieval_late,9,1178,Post-1000 AD (should be trimmed): 1178,747649,I53386,Philippa of Antioch //
1 JAN 888,ad_standard,9,888,,759565,I53930,Rudolph II of Burgundy //
1 JAN 1152,medieval_late,9,1152,Post-1000 AD (should be trimmed): 1152,761464,I54019,Diego López II de Haro //
1 JAN 1158,medieval_late,9,1158,Post-1000 AD (should be trimmed): 1158,762412,I54061,"Ramon Berenguer III, Count of Provence //"
1 JAN 1183,medieval_late,9,1183,Post-1000 AD (should be trimmed): 1183,777780,I54720,Renier of Montferrat //
1 JAN 1047,medieval_late,9,1047,Post-1000 AD (should be trimmed): 1047,779053,I54775,Levente //
1 JAN 1197,medieval_late,9,1197,Post-1000 AD (should be trimmed): 1197,783816,I54973,"Henry II, Count of Wildeshausen-Bruchhausen //"
1 JAN 1199,medieval_late,9,1199,Post-1000 AD (should be trimmed): 1199,786216,I55074,Raymond IV //
1 JAN 1188,medieval_late,9,1188,Post-1000 AD (should be trimmed): 1188,788452,I55177,Godfrey III of Joinville //
1 JAN 1244,medieval_late,9,1244,Post-1000 AD (should be trimmed): 1244,818296,I56535,Richard de Percy //
1231,medieval_late,9,1231,Post-1000 AD (should be trimmed): 1231,826799,I56897,Enrico II Del Carretto //
1 JAN 1168,medieval_late,9,1168,Post-1000 AD (should be trimmed): 1168,832226,I57125,Diepold I van Leuchtenberg //
1 JAN 1212,medieval_late,9,1212,Post-1000 AD (should be trimmed): 1212,836910,I57331,Albert II de Dabo-Moha //
1 JAN 1218,medieval_late,9,1218,Post-1000 AD (should be trimmed): 1218,837925,I57378,Adelaide of Guelders //
1 JAN 1209,medieval_late,9,1209,Post-1000 AD (should be trimmed): 1209,856391,I58290,William IV of Forcalquier //
1274,medieval_late,9,1274,Post-1000 AD (should be trimmed): 1274,1022616,I67533,Joan ferch Aron ap Hywel Fychan ap Hywel //
1338,medieval_late,9,1338,Post-1000 AD (should be trimmed): 1338,1051213,I69107,Rhys ap Gronwy //
1382,medieval_late,9,1382,Post-1000 AD (should be trimmed): 1382,1051268,I69110,Philip ap Morgan //
1324,medieval_late,9,1324,Post-1000 AD (should be trimmed): 1324,1112545,I72493,Sir John de Carew //
(ABT -20),unknown,9,,,240366,I33296,Iotapa //
(ABT -80),unknown,9,,,241616,I33347,Pompeia //
ABT 1125,medieval_late,9,1125,Post-1000 AD (should be trimmed): 1125,42488,I9599,Pratikanshva /Placeholder surname/
ABT 1375,medieval_late,9,1375,Post-1000 AD (should be trimmed): 1375,46938,I9841,BRIHADBAL /TAKSHAKA/
ABT 1320,medieval_late,9,1320,Post-1000 AD (should be trimmed): 1320,56361,I10312,"Mursili II, King of the Hittites /Placeholder surname/"
ABT 1410,medieval_late,9,1410,Post-1000 AD (should be trimmed): 1410,64799,I22269,Ya /Abravanel/
ABT 1560,medieval_late,9,1560,Post-1000 AD (should be trimmed): 1560,66814,I22350,Diego Pedro /Bocanegra y Villaseñor/
ABT 1505,medieval_late,9,1505,Post-1000 AD (should be trimmed): 1505,72039,I22601,Juan /de Tardajos Polanco/
ABT 155,ad_standard,9,155,,193241,I30729,Caius Julius Marius /Marius/
ABT 105,ad_standard,9,105,,199150,I31033,"Gaius Vettius, I //"
ABT 15,unknown,9,,,223382,I32192,Servius Cornelius Salvidienus Orfitus //
ABT 765,ad_standard,9,765,,399630,I40058,"Ḥananya Sahak ""Isaac"" Isaqawai /Guaram III, Curopalate/"
ABT 830,ad_standard,9,830,,401604,I40121,Shlomo /ben Boya'a haSofer/
ABT 945,ad_standard,9,945,,402209,I40128,/Ben Yosef/
ABT 1095,medieval_late,9,1095,Post-1000 AD (should be trimmed): 1095,411060,I40370,"Yitzhak ""Bon Isaac"" Oroved ""Bon Isaac"" Oroved Bar Mar /Barzilai/"
ABT 1145,medieval_late,9,1145,Post-1000 AD (should be trimmed): 1145,411092,I40371,"Yitzhak (Isaac) Yosef ""Cidellus"" /Ibn Ferruzi'el/"
ABT 1065,medieval_late,9,1065,Post-1000 AD (should be trimmed): 1065,411306,I40379,אברהם /בר-חייא/
ABT 1255,medieval_late,9,1255,Post-1000 AD (should be trimmed): 1255,423157,I40790,Baruch /ibn Yahya bin Ya'ish/
ABT 910,ad_standard,9,910,,438655,I41588,Kassia II /ben Hasadiah I/
ABT 875,ad_standard,9,875,,537675,I45990,Hugo /Soares Belfaguer/
20,malformed,9,,Unparseable date format,237508,I33122,Lucius Caesennius Paetus //
TO 43,date_range,9,,,252486,I33822,Lucius Calpurnius Piso Caesonius //
1 JAN 250 B.C.,bc,8,-1,,343107,I35983,Gaius Claudius Centho //
1000 B.C.,bc,8,-1000,,733367,I52762,Nathan //
