
id,label_en,translation
Q10927,源公雅,Yuan Gong Ya 
Q10928,源雅綱の娘,Yuan Ya Gang Noniang 
Q10929,源師季,Yuan Shi Ji 
Q10930,源季則,Yuan Ji Ze 
Q10931,藤原令明の娘 (源師頼の妻),Teng Yuan Ling Ming Noniang  (yuan Shi Lai Noqi )
Q10932,藤原通宗の娘 (源師頼の妻),Teng Yuan Tong Zong Noniang  (yuan Shi Lai Noqi )
Q10933,源師能,Yuan Shi Neng 
Q10934,源師光 (村上源氏),Yuan Shi Guang  (cun Shang Yuan Shi )
Q10935,源師頼の娘 (藤原重通室),Yuan Shi Lai Noniang  (teng Yuan Zhong Tong Shi )
Q10936,源師頼女 (藤原光隆室),Yuan Shi Lai Nu  (teng Yuan Guang Long Shi )
Q10937,源師頼の娘 (藤原為通の妻),Yuan Shi Lai Noniang  (teng Yuan Wei Tong Noqi )
Q10938,源師教,Yuan Shi Jiao 
Q10939,源師行,Yuan Shi Xing 
Q10940,源師仲,Yuan Shi Zhong 
Q10941,源師国,Yuan Shi Guo 
Q10944,備中守為宗の娘 (源雅俊の妻),Bei Zhong Shou Wei Zong Noniang  (yuan Ya Jun Noqi )
Q10945,藤原国明の娘 (源雅俊の妻),Teng Yuan Guo Ming Noniang  (yuan Ya Jun Noqi )
Q10953,行顕,Xing Xian 
Q10954,藤原顕長 (藤原顕隆の三男),Teng Yuan Xian Chang  (teng Yuan Xian Long Nosan Nan )
Q10955,定曜,Ding Yao 
Q10957,藤原忠成の娘 (徳大寺公能の妾),Teng Yuan Zhong Cheng Noniang  (de Da Si Gong Neng Noqie )
Q10958,藤原忠成の娘 (以仁王の妾・妻),Teng Yuan Zhong Cheng Noniang  (yi Ren Wang Noqie *qi )
Q10959,藤原忠成の娘 (持明院基宗の妻),Teng Yuan Zhong Cheng Noniang  (chi Ming Yuan Ji Zong Noqi )
Q10961,藤原為忠女 (藤原俊成室),Teng Yuan Wei Zhong Nu  (teng Yuan Jun Cheng Shi )
Q10966,八条院三条,Ba Tiao Yuan San Tiao 
Q10967,高松院新大納言,Gao Song Yuan Xin Da Na Yan 
Q10968,八条院按察,Ba Tiao Yuan An Cha 
Q10969,八条院坊門局,Ba Tiao Yuan Fang Men Ju 
Q10973,坊門殿 (徳大寺公能女),Fang Men Dian  (de Da Si Gong Neng Nu )
Q10976,藤原実家,Teng Yuan Shi Jia 
Q10977,藤原師綱,Teng Yuan Shi Gang 
Q10984,藤原惟方,Teng Yuan Wei Fang 
Q10986,藤原祐子,Teng Yuan You Zi 
Q10987,藤原頼子,Teng Yuan Lai Zi 
Q10988,藤原家保の娘 (源雅通の妻),Teng Yuan Jia Bao Noniang  (yuan Ya Tong Noqi )
Q10989,源雅通の娘 (藤原実守の妻),Yuan Ya Tong Noniang  (teng Yuan Shi Shou Noqi )
Q10990,花山院忠雅の娘 (源通親側室),Hua Shan Yuan Zhong Ya Noniang  (yuan Tong Qin Ce Shi )
Q10991,平教盛または平通盛の娘 (源通親室),Ping Jiao Sheng Matahaping Tong Sheng Noniang  (yuan Tong Qin Shi )
Q10992,藤原範子,Teng Yuan Fan Zi 
Q11001,源親子 (源通親または通方の娘),Yuan Qin Zi  (yuan Tong Qin Matahatong Fang Noniang )
Q11002,藤原長輔の娘 (源通資室),Teng Yuan Chang Fu Noniang  (yuan Tong Zi Shi )
Q11003,源雅親,Yuan Ya Qin 
Q11004,源雅清,Yuan Ya Qing 
Q11005,源通資の娘 (惟明親王妃),Yuan Tong Zi Noniang  (wei Ming Qin Wang Fei )
Q11006,唐橋通時,Tang Qiao Tong Shi 
Q11009,藤原家実,Teng Yuan Jia Shi 
Q11010,藤原敦輔,Teng Yuan Dun Fu 
Q11011,藤原憲房の娘 (源高実の妻),Teng Yuan Xian Fang Noniang  (yuan Gao Shi Noqi )
Q11012,藤原憲房の娘 (源顕康の妻),Teng Yuan Xian Fang Noniang  (yuan Xian Kang Noqi )
Q11013,藤原敦憲,Teng Yuan Dun Xian 
Q11016,藤原朝憲,Teng Yuan Zhao Xian 
Q11017,源重資の娘 (源顕親室),Yuan Zhong Zi Noniang  (yuan Xian Qin Shi )
Q11022,藤原公長 (藤原公輔の子),Teng Yuan Gong Chang  (teng Yuan Gong Fu Nozi )
Q11023,藤原頼長 (藤原公輔の子),Teng Yuan Lai Chang  (teng Yuan Gong Fu Nozi )
Q11024,藤原公任 (藤原公輔の子),Teng Yuan Gong Ren  (teng Yuan Gong Fu Nozi )
Q11027,藤原孝綱,Teng Yuan Xiao Gang 
Q11028,太田宗行,Tai Tian Zong Xing 
Q11029,島田景重,Dao Tian Jing Zhong 
Q11030,島田景頼,Dao Tian Jing Lai 
Q11031,藤原知信,Teng Yuan Zhi Xin 
Q11032,藤原資頼 (大炊御門流),Teng Yuan Zi Lai  (da Chui Yu Men Liu )
Q11033,藤原経源,Teng Yuan Jing Yuan 
Q11034,堀河豊子,Ku He Li Zi 
Q11043,和気章親,He Qi Zhang Qin 
Q11049,源高実,Yuan Gao Shi 
Q11050,源清実,Yuan Qing Shi 
Q11051,源家実,Yuan Jia Shi 
Q11053,藤原俊信の娘 (藤原有成の妻),Teng Yuan Jun Xin Noniang  (teng Yuan You Cheng Noqi )
Q11054,藤原俊業,Teng Yuan Jun Ye 
Q11057,黒木助能,Hei Mu Zhu Neng 
Q11061,良弘,Liang Hong 
Q11070,源義家の女 (輔仁親王の室),Yuan Yi Jia Nonu  (fu Ren Qin Wang Noshi )
Q11071,源義家の女 (源重遠の室),Yuan Yi Jia Nonu  (yuan Zhong Yuan Noshi )
Q11074,源義仲 (源義綱の四男),Yuan Yi Zhong  (yuan Yi Gang Nosi Nan )
Q11075,源義弘,Yuan Yi Hong 
Q11077,源義明,Yuan Yi Ming 
Q11078,源義範,Yuan Yi Fan 
Q11079,源義公,Yuan Yi Gong 
Q11080,源義直,Yuan Yi Zhi 
Q11081,甲斐守知実の娘 (源義光の妻),Jia Fei Shou Zhi Shi Noniang  (yuan Yi Guang Noqi )
Q11086,河野親経,He Ye Qin Jing 
Q11089,源顕清,Yuan Xian Qing 
Q11090,源仲清,Yuan Zhong Qing 
Q11091,常田光平,Chang Tian Guang Ping 
Q11092,高梨盛光,Gao Li Sheng Guang 
Q11093,井上遠光,Jing Shang Yuan Guang 
Q11094,葦田家光,Wei Tian Jia Guang 
Q11095,源頼治,Yuan Lai Zhi 
Q11096,源頼風,Yuan Lai Feng 
Q11097,源頼景,Yuan Lai Jing 
Q11101,池田泰政,Chi Tian Tai Zheng 
Q11104,源経光,Yuan Jing Guang 
Q11106,源国基 (能勢国基),Yuan Guo Ji  (neng Shi Guo Ji )
Q11108,藤原盛実女 (藤原忠実妾),Teng Yuan Sheng Shi Nu  (teng Yuan Zhong Shi Qie )
Q11109,藤原盛実の娘 (藤原伊通室),Teng Yuan Sheng Shi Noniang  (teng Yuan Yi Tong Shi )
Q11110,土佐 (藤原頼長乳母),Tu Zuo  (teng Yuan Lai Chang Ru Mu )
Q11113,源盛隆,Yuan Sheng Long 
Q11115,源国輔,Yuan Guo Fu 
Q11117,源光保,Yuan Guang Bao 
Q11118,讃岐宣旨,Zan Qi Xuan Zhi 
Q11129,藤原悦子,Teng Yuan Yue Zi 
Q11130,藤原顕能,Teng Yuan Xian Neng 
Q11132,藤原栄子 (藤原顕隆の女),Teng Yuan Rong Zi  (teng Yuan Xian Long Nonu )
Q11133,藤原顕隆の長女 (藤原家政室),Teng Yuan Xian Long Nochang Nu  (teng Yuan Jia Zheng Shi )
Q11134,藤原顕隆娘 (藤原実能室),Teng Yuan Xian Long Niang  (teng Yuan Shi Neng Shi )
Q11135,藤原顕隆の娘 (藤原清隆室、のち藤原朝隆室),"Teng Yuan Xian Long Noniang  (teng Yuan Qing Long Shi , Nochiteng Yuan Zhao Long Shi )"
Q11136,藤原顕隆の娘 (藤原憲方の妻),Teng Yuan Xian Long Noniang  (teng Yuan Xian Fang Noqi )
Q11141,藤原盛実の娘 (藤原家隆室),Teng Yuan Sheng Shi Noniang  (teng Yuan Jia Long Shi )
Q11142,藤原盛輔,Teng Yuan Sheng Fu 
Q11143,藤原盛実の娘 (大中臣師親の妻),Teng Yuan Sheng Shi Noniang  (da Zhong Chen Shi Qin Noqi )
Q11147,藤原顕憲の娘 (昌修の母),Teng Yuan Xian Xian Noniang  (chang Xiu Nomu )
Q11148,徳大寺公能の娘 (源資賢室),De Da Si Gong Neng Noniang  (yuan Zi Xian Shi )
Q11149,藤原家成の娘 (源資賢室),Teng Yuan Jia Cheng Noniang  (yuan Zi Xian Shi )
Q11150,源通家,Yuan Tong Jia 
Q11151,源時賢,Yuan Shi Xian 
Q11152,源資賢の娘 (藤原定能室),Yuan Zi Xian Noniang  (teng Yuan Ding Neng Shi )
Q11153,源資賢の娘 (藤原公清の妻),Yuan Zi Xian Noniang  (teng Yuan Gong Qing Noqi )
Q11154,源仲賢,Yuan Zhong Xian 
Q11156,藤原教宗,Teng Yuan Jiao Zong 
Q11157,源寛経,Yuan Kuan Jing 
Q11158,家女房加賀局,Jia Nu Fang Jia He Ju 
Q11159,藤原実光 (日野家),Teng Yuan Shi Guang  (ri Ye Jia )
Q11161,藤原宗光,Teng Yuan Zong Guang 
Q11162,日野有範,Ri Ye You Fan 
Q11164,藤原有定の娘 (藤原実光の室),Teng Yuan You Ding Noniang  (teng Yuan Shi Guang Noshi )
Q11165,藤原宗兼 (藤原敦宗の子),Teng Yuan Zong Jian  (teng Yuan Dun Zong Nozi )
Q11166,藤原有盛,Teng Yuan You Sheng 
Q11167,藤原行盛,Teng Yuan Xing Sheng 
Q11168,藤原宗国,Teng Yuan Zong Guo 
Q11169,藤原有業,Teng Yuan You Ye 
Q11170,藤原行家の娘 (藤原良兼の妾),Teng Yuan Xing Jia Noniang  (teng Yuan Liang Jian Noqie )
Q11175,藤原伊家,Teng Yuan Yi Jia 
Q11176,藤原伊信,Teng Yuan Yi Xin 
Q11177,源盛家,Yuan Sheng Jia 
Q11179,源能俊の娘 (源師能の妻),Yuan Neng Jun Noniang  (yuan Shi Neng Noqi )
Q11180,八条院御乳母,Ba Tiao Yuan Yu Ru Mu 
Q11183,藤原良兼,Teng Yuan Liang Jian 
Q11184,藤原宗季の娘 (源義賢の妻),Teng Yuan Zong Ji Noniang  (yuan Yi Xian Noqi )
Q11185,伴広貞の娘 (藤原令明の妻),Ban Guang Zhen Noniang  (teng Yuan Ling Ming Noqi )
Q11186,藤原範明,Teng Yuan Fan Ming 
Q11187,藤原敦任,Teng Yuan Dun Ren 
Q11188,藤原敦綱,Teng Yuan Dun Gang 
Q11190,賢円の娘 (藤原長光の妻),Xian Yuan Noniang  (teng Yuan Chang Guang Noqi )
Q11191,藤原光輔,Teng Yuan Guang Fu 
Q11192,渡辺重,Du Bian Zhong 
Q11193,平知信,Ping Zhi Xin 
Q11195,平時範,Ping Shi Fan 
Q11196,石毛政幹の娘 (千葉常重の妻),Shi Mao Zheng Gan Noniang  (qian Xie Chang Zhong Noqi )
Q11202,匝瑳常成,Za Cuo Chang Cheng 
Q11203,佐是円阿,Zuo Shi Yuan A 
Q11204,大椎惟常,Da Zhui Wei Chang 
Q11205,埴生常益,Zhi Sheng Chang Yi 
Q11206,天羽秀常,Tian Yu Xiu Chang 
Q11207,児玉行家,Er Yu Xing Jia 
Q11209,平季宗,Ping Ji Zong 
Q11214,平長盛娘または平忠正娘 (宇都宮業綱の室),Ping Chang Sheng Niang Matahaping Zhong Zheng Niang  (yu Du Gong Ye Gang Noshi )
Q11217,藤原為忠の娘 (平忠盛室),Teng Yuan Wei Zhong Noniang  (ping Zhong Sheng Shi )
Q11218,平家盛,Ping Jia Sheng 
Q11222,平忠盛の娘 (藤原親政正室),Ping Zhong Sheng Noniang  (teng Yuan Qin Zheng Zheng Shi )
Q11223,平忠盛の娘 (源有房室),Ping Zhong Sheng Noniang  (yuan You Fang Shi )
Q11226,平忠盛の娘 (藤原隆教の妻),Ping Zhong Sheng Noniang  (teng Yuan Long Jiao Noqi )
Q11238,佐々木秀義の伯母 (藤原秀衡の正室),"Zuo ""mu Xiu Yi Nobo Mu  (teng Yuan Xiu Heng Nozheng Shi )"
Q11239,徳尼公,De Ni Gong 
Q11240,信夫佐藤氏の娘 (藤原秀衡の妻),Xin Fu Zuo Teng Shi Noniang  (teng Yuan Xiu Heng Noqi )
Q11241,藤原国衡,Teng Yuan Guo Heng 
Q11245,藤原通衡,Teng Yuan Tong Heng 
Q11246,藤原頼衡,Teng Yuan Lai Heng 
Q11247,岩城照衡,Yan Cheng Zhao Heng 
Q11248,吉田家幹,Ji Tian Jia Gan 
Q11249,鹿島政幹,Lu Dao Zheng Gan 
Q11251,金子家範,Jin Zi Jia Fan 
Q11255,比企尼の三女,Bi Qi Ni Nosan Nu 
Q11263,波多野義通妹 (源義朝側室),Bo Duo Ye Yi Tong Mei  (yuan Yi Zhao Ce Shi )
Q11269,一条全子,Yi Tiao Quan Zi 
Q11270,一条保子,Yi Tiao Bao Zi 
Q11274,阿野全成の娘 (藤原公佐の室),A Ye Quan Cheng Noniang  (teng Yuan Gong Zuo Noshi )
Q11278,浪の戸,Lang Nohu 
Q11281,源範圓,Yuan Fan Yuan 
Q11283,祥寿姫,Xiang Shou Ji 
Q11284,愛智義成,Ai Zhi Yi Cheng 
Q11291,昌寛の女 (源頼家の側室),Chang Kuan Nonu  (yuan Lai Jia Noce Shi )
Q11292,足助重長の女 (源頼家の室),Zu Zhu Zhong Chang Nonu  (yuan Lai Jia Noshi )
Q11302,大友能直の娘 (北条朝時の正室),Da You Neng Zhi Noniang  (bei Tiao Zhao Shi Nozheng Shi )
Q11304,一萬田時景,Yi Wan Tian Shi Jing 
Q11306,一品房昌寛の娘 (三浦胤義の正室),Yi Pin Fang Chang Kuan Noniang  (san Pu Yin Yi Nozheng Shi )
Q11307,三浦重澄あるいは三浦胤義の娘 (北条政村の正室),San Pu Zhong Cheng Aruihasan Pu Yin Yi Noniang  (bei Tiao Zheng Cun Nozheng Shi )
Q11315,北条時長 (名越時長),Bei Tiao Shi Chang  (ming Yue Shi Chang )
Q11316,土屋義成,Tu Wu Yi Cheng 
Q11318,蘆名光盛,Lu Ming Guang Sheng 
Q11319,猪苗代経連,Zhu Miao Dai Jing Lian 
Q11320,北田広盛,Bei Tian Guang Sheng 
Q11321,会津時連,Hui Jin Shi Lian 
Q11322,加納時村,Jia Na Shi Cun 
Q11323,金上盛義,Jin Shang Sheng Yi 
Q11324,平盛連の娘 (藤原実任の妻),Ping Sheng Lian Noniang  (teng Yuan Shi Ren Noqi )
Q11325,佐原家連の娘 (大友親秀の妻),Zuo Yuan Jia Lian Noniang  (da You Qin Xiu Noqi )
Q11326,横山時重の娘 (和田義盛の側室),Heng Shan Shi Zhong Noniang  (he Tian Yi Sheng Noce Shi )
Q11331,和田秀盛,He Tian Xiu Sheng 
Q11332,和田義信,He Tian Yi Xin 
Q11333,高井重茂,Gao Jing Zhong Mao 
Q11334,津村尼,Jin Cun Ni 
Q11335,加賀美遠光,Jia He Mei Yuan Guang 
Q11338,畠山重能の娘 (葛西清重の正室),Cen Shan Zhong Neng Noniang  (ge Xi Qing Zhong Nozheng Shi )
Q11339,長野重清,Chang Ye Zhong Qing 
Q11340,畠山重宗,Cen Shan Zhong Zong 
Q11341,足立遠元の娘 (畠山重忠妻),Zu Li Yuan Yuan Noniang  (cen Shan Zhong Zhong Qi )
Q11342,北条時政の六女 (畠山重忠の正室のち足利義純の妻),Bei Tiao Shi Zheng Noliu Nu  (cen Shan Zhong Zhong Nozheng Shi Nochizu Li Yi Chun Noqi )
Q11345,畠山重慶,Cen Shan Zhong Qing 
Q11346,畠山重政,Cen Shan Zhong Zheng 
Q11347,貞嶽夫人 (島津忠久の妻),Zhen Yue Fu Ren  (dao Jin Zhong Jiu Noqi )
Q11348,畠山重忠の娘 (足利義純の妻),Cen Shan Zhong Zhong Noniang  (zu Li Yi Chun Noqi )
Q11349,宮之原重俊,Gong Zhi Yuan Zhong Jun 
Q11351,横山隆兼,Heng Shan Long Jian 
Q11353,波多野忠経,Bo Duo Ye Zhong Jing 
Q11354,広沢実方,Guang Ze Shi Fang 
Q11355,波多野義職,Bo Duo Ye Yi Zhi 
Q11356,波多野義基,Bo Duo Ye Yi Ji 
Q11358,師岡重経,Shi Gang Zhong Jing 
Q11359,葛貫能隆の娘 (小代行平の室),Ge Guan Neng Long Noniang  (xiao Dai Xing Ping Noshi )
Q11361,稲毛重成,Dao Mao Zhong Cheng 
Q11363,小山田行重,Xiao Shan Tian Xing Zhong 
Q11367,藤田政行の娘 (江戸重長の妻),Teng Tian Zheng Xing Noniang  (jiang Hu Zhong Chang Noqi )
Q11369,江戸重長の娘 (河野通有の妻),Jiang Hu Zhong Chang Noniang  (he Ye Tong You Noqi )
Q11370,太田行光,Tai Tian Xing Guang 
Q11371,横山時広の娘 (渋谷高重の妻),Heng Shan Shi Guang Noniang  (shibui Gu Gao Zhong Noqi )
Q11374,天野景光,Tian Ye Jing Guang 
Q11375,入江景義,Ru Jiang Jing Yi 
Q11378,橘敦隆,Ju Dun Long 
Q11381,佐藤仲清,Zuo Teng Zhong Qing 
Q11383,斎藤以成,Zhai Teng Yi Cheng 
Q11384,藤原景季,Teng Yuan Jing Ji 
Q11385,加藤景清,Jia Teng Jing Qing 
Q11387,上西門院一条,Shang Xi Men Yuan Yi Tiao 
Q11388,源師経,Yuan Shi Jing 
Q11391,藤原尹時,Teng Yuan Yin Shi 
Q11393,源通季,Yuan Tong Ji 
Q11395,源仲親,Yuan Zhong Qin 
Q11397,藤原季家,Teng Yuan Ji Jia 
Q11398,藤原敦兼の長女 (藤原成通室),Teng Yuan Dun Jian Nochang Nu  (teng Yuan Cheng Tong Shi )
Q11399,藤原敦兼の娘 (藤原顕盛室),Teng Yuan Dun Jian Noniang  (teng Yuan Xian Sheng Shi )
Q11403,湛増,Zhan Zeng 
Q11404,行範,Xing Fan 
Q11407,任覚,Ren Jue 
Q11408,憲覚,Xian Jue 
Q11409,藤原実兼 (太皇太后宮亮),Teng Yuan Shi Jian  (tai Huang Tai Hou Gong Liang )
Q11410,顕康王,Xian Kang Wang 
Q11411,源顕康,Yuan Xian Kang 
Q11413,藤原実兼 (蔵人),Teng Yuan Shi Jian  (zang Ren )
Q11414,藤原尹通,Teng Yuan Yin Tong 
Q11416,高階基章,Gao Jie Ji Zhang 
Q11417,源為忠,Yuan Wei Zhong 
Q11419,澄雲,Cheng Yun 
Q11420,高階泰重,Gao Jie Tai Zhong 
Q11421,高階元兼,Gao Jie Yuan Jian 
Q11422,高階仲行,Gao Jie Zhong Xing 
Q11423,上総広常の娘 (良岑高成の妻),Shang Zong Guang Chang Noniang  (liang Cen Gao Cheng Noqi )
Q11424,前野高長,Qian Ye Gao Chang 
Q11425,立木田高義,Li Mu Tian Gao Yi 
Q11427,内藤惟季,Nei Teng Wei Ji 
Q11429,蒲生惟俊,Pu Sheng Wei Jun 
Q11430,藤原重経の娘 (大江匡房の妻),Teng Yuan Zhong Jing Noniang  (da Jiang Kuang Fang Noqi )
Q11431,藤原忠興,Teng Yuan Zhong Xing 
Q11433,尾張職子,Wei Zhang Zhi Zi 
Q11434,藤原季兼の娘 (二階堂行政の母),Teng Yuan Ji Jian Noniang  (er Jie Tang Xing Zheng Nomu )
Q11437,藤原顕盛,Teng Yuan Xian Sheng 
Q11441,藤原家保の女 (藤原忠宗室),Teng Yuan Jia Bao Nonu  (teng Yuan Zhong Zong Shi )
Q11445,藤原顕輔の娘 (近衛基実室),Teng Yuan Xian Fu Noniang  (jin Wei Ji Shi Shi )
Q11446,藤原顕輔または藤原頼輔の娘 (九条兼実室),Teng Yuan Xian Fu Matahateng Yuan Lai Fu Noniang  (jiu Tiao Jian Shi Shi )
Q11451,仁実,Ren Shi 
Q11453,藤原実子,Teng Yuan Shi Zi 
Q11455,藤原公実の娘 (藤原家政室),Teng Yuan Gong Shi Noniang  (teng Yuan Jia Zheng Shi )
Q11459,大中臣輔経,Da Zhong Chen Fu Jing 
Q11460,源有通,Yuan You Tong 
Q11463,藤原家子 (藤原家房の娘),Teng Yuan Jia Zi  (teng Yuan Jia Fang Noniang )
Q11464,大江家保,Da Jiang Jia Bao 
Q11465,二条大宮の半物,Er Tiao Da Gong Noban Wu 
Q11466,美福門院女房少将局,Mei Fu Men Yuan Nu Fang Shao Jiang Ju 
Q11468,藤原信輔,Teng Yuan Xin Fu 
Q11469,藤原経忠の女 (藤原家成室),Teng Yuan Jing Zhong Nonu  (teng Yuan Jia Cheng Shi )
Q11470,藤原忠能,Teng Yuan Zhong Neng 
Q11471,藤原信経,Teng Yuan Xin Jing 
Q11472,益子正隆,Yi Zi Zheng Long 
Q11473,宇都宮信房,Yu Du Gong Xin Fang 
Q11475,寒河尼,Han He Ni 
Q11476,怡子女王,Yi Zi Nu Wang 
Q11477,三条局,San Tiao Ju 
Q11478,春日局 (徳大寺実能の娘),Chun Ri Ju  (de Da Si Shi Neng Noniang )
Q11492,藤原忠宗の娘 (三条公行室),Teng Yuan Zhong Zong Noniang  (san Tiao Gong Xing Shi )
Q11493,玄城房尋覚の母,Xuan Cheng Fang Xun Jue Nomu 
Q11494,源任子,Yuan Ren Zi 
Q11495,况,Kuang 
Q11497,藤原雅教,Teng Yuan Ya Jiao 
Q11498,藤原家子 (藤原家政の娘),Teng Yuan Jia Zi  (teng Yuan Jia Zheng Noniang )
Q11502,藤原成定,Teng Yuan Cheng Ding 
Q11503,藤原清隆の娘 (藤原経宗室),Teng Yuan Qing Long Noniang  (teng Yuan Jing Zong Shi )
Q11506,藤原経宗の娘 (三条実房室),Teng Yuan Jing Zong Noniang  (san Tiao Shi Fang Shi )
Q11507,藤原経宗の娘 (藤原兼房室),Teng Yuan Jing Zong Noniang  (teng Yuan Jian Fang Shi )
Q11508,藤原光忠娘 (平維盛室・妾),Teng Yuan Guang Zhong Niang  (ping Wei Sheng Shi *qie )
Q11509,藤原光忠の娘 (藤原宗頼室),Teng Yuan Guang Zhong Noniang  (teng Yuan Zong Lai Shi )
Q11510,難波頼輔の娘 (藤原経家室),Nan Bo Lai Fu Noniang  (teng Yuan Jing Jia Shi )
Q11511,藤原清隆の娘 (藤原忠基室),Teng Yuan Qing Long Noniang  (teng Yuan Zhong Ji Shi )
Q11512,藤原為忠の娘 (藤原忠基の妻),Teng Yuan Wei Zhong Noniang  (teng Yuan Zhong Ji Noqi )
Q11513,藤原家通 (権中納言),Teng Yuan Jia Tong  (quan Zhong Na Yan )
Q11514,藤原忠基の娘 (藤原公重の妻),Teng Yuan Zhong Ji Noniang  (teng Yuan Gong Zhong Noqi )
Q11517,美福門院伯耆,Mei Fu Men Yuan Bo Qi 
Q11518,藤原教良の娘 (藤原実宗の妻),Teng Yuan Jiao Liang Noniang  (teng Yuan Shi Zong Noqi )
Q11520,藤原基隆の娘 (藤原成通室),Teng Yuan Ji Long Noniang  (teng Yuan Cheng Tong Shi )
Q11525,藤原俊通,Teng Yuan Jun Tong 
Q11528,藤原通基女 (藤原公通室),Teng Yuan Tong Ji Nu  (teng Yuan Gong Tong Shi )
Q11529,藤原通基娘 (藤原実綱室),Teng Yuan Tong Ji Niang  (teng Yuan Shi Gang Shi )
Q11530,藤原休子,Teng Yuan Xiu Zi 
Q11531,藤原信通女 (藤原光隆室),Teng Yuan Xin Tong Nu  (teng Yuan Guang Long Shi )
Q11533,藤原為通,Teng Yuan Wei Tong 
Q11535,藤原伊実,Teng Yuan Yi Shi 
Q11536,藤原成通の娘 (持明院基宗の妻),Teng Yuan Cheng Tong Noniang  (chi Ming Yuan Ji Zong Noqi )
Q11539,藤原能定の娘 (藤原宗家の妻),Teng Yuan Neng Ding Noniang  (teng Yuan Zong Jia Noqi )
Q11540,藤原有業の娘 (藤原能忠の妻),Teng Yuan You Ye Noniang  (teng Yuan Neng Zhong Noqi )
Q11541,藤原保忠 (藤原能忠の子),Teng Yuan Bao Zhong  (teng Yuan Neng Zhong Nozi )
Q11542,少納言藤原能忠の娘 (平信範の正室),Shao Na Yan Teng Yuan Neng Zhong Noniang  (ping Xin Fan Nozheng Shi )
Q11546,厳島内侍,Yan Dao Nei Shi 
Q11549,平基盛,Ping Ji Sheng 
Q11553,御子姫君,Yu Zi Ji Jun 
Q11554,廊御方 (平家),Lang Yu Fang  (ping Jia )
Q11555,平知度,Ping Zhi Du 
Q11556,平清房,Ping Qing Fang 
Q11557,平清盛の長女? (坊門信隆室),Ping Qing Sheng Nochang Nu ? (fang Men Xin Long Shi )
Q11558,平清盛の次女? (藤原成憲婚約者・室、後花山院兼雅室),"Ping Qing Sheng Noci Nu ? (teng Yuan Cheng Xian Hun Yue Zhe *shi , Hou Hua Shan Yuan Jian Ya Shi )"
Q11559,平盛子,Ping Sheng Zi 
Q11560,平清盛の五女? (藤原信親室、後冷泉隆房室),"Ping Qing Sheng Nowu Nu ? (teng Yuan Xin Qin Shi , Hou Leng Quan Long Fang Shi )"
Q11561,平完子,Ping Wan Zi 
Q11563,三河権守,San He Quan Shou 
Q11566,藤原時経,Teng Yuan Shi Jing 
Q11567,大江広元の娘 (飛鳥井雅経正室),Da Jiang Guang Yuan Noniang  (fei Niao Jing Ya Jing Zheng Shi )
Q11569,飛鳥井雅経の娘 (安達義景継室),Fei Niao Jing Ya Jing Noniang  (an Da Yi Jing Ji Shi )
Q11570,難波宗教,Nan Bo Zong Jiao 
Q11572,平経俊,Ping Jing Jun 
Q11577,藤原親実,Teng Yuan Qin Shi 
Q11578,坊城顕子,Fang Cheng Xian Zi 
Q11579,家女房五条,Jia Nu Fang Wu Tiao 
Q11580,源俊子 (源顕俊の娘),Yuan Jun Zi  (yuan Xian Jun Noniang )
Q11585,藤原忠隆の娘 (近衛基実室),Teng Yuan Zhong Long Noniang  (jin Wei Ji Shi Shi )
Q11586,源盛経の娘 (近衛基実の妻),Yuan Sheng Jing Noniang  (jin Wei Ji Shi Noqi )
Q11590,三条公教の娘 (松殿基房正室),San Tiao Gong Jiao Noniang  (song Dian Ji Fang Zheng Shi )
Q11591,三条公教の娘 (松殿基房室),San Tiao Gong Jiao Noniang  (song Dian Ji Fang Shi )
Q11592,藤原忠子 (藤原忠雅の娘),Teng Yuan Zhong Zi  (teng Yuan Zhong Ya Noniang )
Q11593,堀川局,Ku Chuan Ju 
Q11594,藤原公保の娘 (松殿基房室),Teng Yuan Gong Bao Noniang  (song Dian Ji Fang Shi )
Q11595,藤原伊子 (藤原伊経の娘),Teng Yuan Yi Zi  (teng Yuan Yi Jing Noniang )
Q11597,藤原家房,Teng Yuan Jia Fang 
Q11599,藤原壽子,Teng Yuan Shou Zi 
Q11601,実尊,Shi Zun 
Q11603,一条頼氏の母,Yi Tiao Lai Shi Nomu 
Q11604,藤原顕頼女 (藤原季成室),Teng Yuan Xian Lai Nu  (teng Yuan Ji Cheng Shi )
Q11605,藤原公光,Teng Yuan Gong Guang 
Q11606,藤原季成の娘 (藤原実国室),Teng Yuan Ji Cheng Noniang  (teng Yuan Shi Guo Shi )
Q11608,源季遠,Yuan Ji Yuan 
Q11609,平親国,Ping Qin Guo 
Q11611,吉田経賢,Ji Tian Jing Xian 
Q11613,藤原定能の娘 (源定忠の室),Teng Yuan Ding Neng Noniang  (yuan Ding Zhong Noshi )
Q11614,源家定,Yuan Jia Ding 
Q11615,持明院基家の娘 (源兼忠室),Chi Ming Yuan Ji Jia Noniang  (yuan Jian Zhong Shi )
Q11616,藤原定能の娘 (源兼忠室),Teng Yuan Ding Neng Noniang  (yuan Jian Zhong Shi )
Q11620,平基盛の娘 (藤原季能室),Ping Ji Sheng Noniang  (teng Yuan Ji Neng Shi )
Q11621,藤原季能の娘 (藤原定家室),Teng Yuan Ji Neng Noniang  (teng Yuan Ding Jia Shi )
