Date_Value,Category,Count,Year,Issues,Sample_Line,Sample_Individual,Sample_Name
1505,medieval_late,5,1505,Post-1000 AD (should be trimmed): 1505,112636,I22897,Dionisio /Cabrero/
1566,medieval_late,5,1566,Post-1000 AD (should be trimmed): 1566,121208,I23082,Fernando /Zayas-Bazán/
1575,medieval_late,5,1575,Post-1000 AD (should be trimmed): 1575,121446,I23087,Lorenzo /Zayas-Bazán/
235,ad_standard,5,235,,143406,I23963,Julia Avita Mamaea //
1 JAN 493,ad_standard,5,493,,218927,I29861,Licinia Eudoxia //
361,ad_standard,5,361,,225344,I30003,Justus //
210,ad_standard,5,210,,251388,I30817,"Gaius Vettius, II //"
170,ad_standard,5,170,,255976,I30969,Julia Domna //
130,ad_standard,5,130,,271069,I31485,Aelia Domitia /Paulina/
599,ad_standard,5,599,,280788,I31846,Zainab bint Muhammad //
586,ad_standard,5,586,,286333,I31968,Abdullah bin /Jahsh/
642,ad_standard,5,642,,289980,I32099,Khalid bin al-Walid //
656,ad_standard,5,656,,290628,I32120,Talha /bin Ubaydullah/
115,ad_standard,5,115,,292715,I32170,Gaius Asinius /Tucurianus/
13 MAR 624,ad_standard,5,624,,298927,I32282,Ḥanẓala bin Abu Sufyaan //
776,ad_standard,5,776,,311204,I32768,Abu Hashim ben Mohammad Hanifa /ابوهاشم عبداله بن محمد حنفیه/
385,ad_standard,5,385,,320505,I33121,"Flavius Bauto, Consul 385 //"
TO 135,ad_standard,5,135,,351152,I33844,Licinia Crassa Prima /Crassa/
TO 125,ad_standard,5,125,,354244,I33862,Publius Servilius Vatia Isauricus //
TO 130,ad_standard,5,130,,361156,I33897,Publius Cornelius /Lentulus/
TO 170,ad_standard,5,170,,367764,I33954,Publius Cornelius /Lentulus/
TO 210,ad_standard,5,210,,370674,I33981,Marcus Servilius //
TO 216,ad_standard,5,216,,370805,I33982,"Marcus Aemilius Lepidus, Praetor //"
TO 115,ad_standard,5,115,,373639,I33996,Decimus Junius /Brutus/
TO 211,ad_standard,5,211,,401873,I34174,Gnaeus Cornelius Scipio Calvus //
921,ad_standard,5,921,,469343,I34840,Elvira Menendez //
410,ad_standard,5,410,,470765,I34871,Anicius Hermogenianus Olybrius //
218,ad_standard,5,218,,489760,I35124,Tiberius Claudius Severus Proculus //
135,ad_standard,5,135,,495113,I35202,Consul (173) - Gnaeus Claudius Severus //
735,ad_standard,5,735,,628396,I40034,/Ben Yosef/
928,ad_standard,5,928,,638441,I40194,She'erit /ben Sa'adya al-Fayyūmi/
1326,medieval_late,5,1326,Post-1000 AD (should be trimmed): 1326,659814,I40535,Bonafos iakob //
1387,medieval_late,5,1387,Post-1000 AD (should be trimmed): 1387,671607,I40750,Nathan HaLevi /Wyss/
1388,medieval_late,5,1388,Post-1000 AD (should be trimmed): 1388,671673,I40751,Pedro /de Cartagena/
1410,medieval_late,5,1410,Post-1000 AD (should be trimmed): 1410,674647,I40810,Moshe /Saltell/
1318,medieval_late,5,1318,Post-1000 AD (should be trimmed): 1318,679031,I40906,Don Todros ibn Yahya (Navarro) //
756,ad_standard,5,756,,697417,I41431,/הכהן רפא/
493,ad_standard,5,493,,701701,I41510,"*Havah ""The Heiress"" /bat Mar Huna VI/"
998,ad_standard,5,998,,702355,I41519,שמואל /בן חפני הכהן/
1393,medieval_late,5,1393,Post-1000 AD (should be trimmed): 1393,714939,I41803,Adelheid /Joehr/
1457,medieval_late,5,1457,Post-1000 AD (should be trimmed): 1457,715152,I41808,Alonso /Álvarez de Toledo/
1474,medieval_late,5,1474,Post-1000 AD (should be trimmed): 1474,723762,I41976,Catalina /Martínez de Lerma y de la Cadena/
1521,medieval_late,5,1521,Post-1000 AD (should be trimmed): 1521,726822,I42033,Juan /Funes de Villalpando y Muñoz/
1514,medieval_late,5,1514,Post-1000 AD (should be trimmed): 1514,736762,I42236,Dorotha /Hamberger/
675,ad_standard,5,675,,785497,I43057,Nehemiah Ben /Hanini/
662,ad_standard,5,662,,788197,I43077,Ja'far al-Akbar //
861,ad_standard,5,861,,796904,I43214,/הכהן רפא/
823,ad_standard,5,823,,803940,I43340,Nafisah binte al-Hasan bin Zayd //
703,ad_standard,5,703,,840941,I44230,Musa ibn Nusair //
787,ad_standard,5,787,,864086,I44869,محمد الأمين //
757,ad_standard,5,757,,923079,I45978,Fruela /da Cantábria/
794,ad_standard,5,794,,937050,I46072,Bernardo Sanchez /del Carpio/
959,ad_standard,5,959,,938718,I46087,Nuno /Guterres de Celanova/
1009,medieval_late,5,1009,Post-1000 AD (should be trimmed): 1009,984334,I46558,Sancho /Gómez/
29 MAY 1108,medieval_late,5,1108,Post-1000 AD (should be trimmed): 1108,1048717,I47326,Garcia /Ordoñez/
1323,medieval_late,5,1323,Post-1000 AD (should be trimmed): 1323,1208988,I49198,Teresa /Vázquez de Acuña/
1296,medieval_late,5,1296,Post-1000 AD (should be trimmed): 1296,1218267,I49326,Maria /Rodrigues de Chacim/
1 JAN 594,ad_standard,5,594,,1263409,I49774,Ramla bint Abi Sufyan //
1 JAN 631,ad_standard,5,631,,1263490,I49775,Rayhana bint Zayd ibn ʿAmr //
592,ad_standard,5,592,,1263599,I49777,Maymunah bint al-Harith //
1 JAN 628,ad_standard,5,628,,1265164,I49808,Asim ibn Umar //
1 JAN 641,ad_standard,5,641,,1266119,I49824,Hammanah bint Jahsh //
1 JAN 626,ad_standard,5,626,,1268654,I49871,Zaynab bint Ali //
1 JAN 710,ad_standard,5,710,,1287222,I50238,Bahram VII //
698,ad_standard,5,698,,1291506,I50324,Ubayd Allah ibn Abi Bakra //
1 JAN 685,ad_standard,5,685,,1294892,I50385,Maslamah ibn Abd al-Malik //
1 JAN 642,ad_standard,5,642,,1299558,I50466,Said ibn al-Musayyib //
1 JAN 795,ad_standard,5,795,,1304760,I50558,Ahmad al-Wafi //
27 NOV 602,ad_standard,5,602,,1305718,I50572,Maurice //
1 JAN 873,ad_standard,5,873,,1314065,I50699,Abdullah al-Mahdi Billah //
1 JAN 886,ad_standard,5,886,,1314273,I50702,Muhammad I of Córdoba //
1 JAN 566,ad_standard,5,566,,1317784,I50744,Justin //
534,ad_standard,5,534,,1319764,I50769,Dachi of Iberia //
1 JAN 949,ad_standard,5,949,,1321083,I50784,Al-Mustakfi //
401,ad_standard,5,401,,1323112,I50813,Sagdukht //
1 JAN 477,ad_standard,5,477,,1324060,I50825,Basina of Thuringia //
1 JAN 466,ad_standard,5,466,,1324116,I50826,Clovis I //
1 JAN 984,ad_standard,5,984,,1326067,I50852,Tamīm ibn al-Muʻizz //
420,ad_standard,5,420,,1329243,I50889,Valamir //
1 JAN 534,ad_standard,5,534,,1332959,I50923,Godomar //
1 JAN 854,ad_standard,5,854,,1333353,I50928,Tulun //
1 JAN 972,ad_standard,5,972,,1336767,I50970,Andregoto Galíndez //
1 JAN 383,ad_standard,5,383,,1354016,I51155,Ardashir II //
1 JAN 844,ad_standard,5,844,,1366150,I51289,Galindo Garcés //
981,ad_standard,5,981,,1369839,I51326,Ordoño Ramírez //
1 JAN 983,ad_standard,5,983,,1370261,I51331,Abd al-Rahman Sanchuelo //
1 JAN 613,ad_standard,5,613,,1382377,I51455,Theuderic II //
1 JAN 1008,medieval_late,5,1008,Post-1000 AD (should be trimmed): 1008,1392003,I51566,Ramiro I of Aragon //
1 JAN 657,ad_standard,5,657,,1408247,I51738,Clovis II //
1 JAN 640,ad_standard,5,640,,1409584,I51750,Pepin of Landen //
1 JAN 989,ad_standard,5,989,,1411308,I51771,Chaghri Beg //
1308,medieval_late,5,1308,Post-1000 AD (should be trimmed): 1308,1412110,I51787,Muhmmed Mawla Dawilah //
1 JAN 740,ad_standard,5,740,,1412613,I51793,Aurelius of Asturias //
1 JAN 927,ad_standard,5,927,,1414634,I51812,Miró II of Cerdanya //
1 JAN 943,ad_standard,5,943,,1421535,I51888,Emma of Paris //
1 JAN 986,ad_standard,5,986,,1423873,I51911,"Reginald I, Count of Burgundy //"
1 JAN 719,ad_standard,5,719,,1439279,I52072,Theodbert of Bavaria //
897,ad_standard,5,897,,1451529,I52208,"Guinidilda, Countess of Toulouse //"
974,ad_standard,5,974,,1454356,I52234,"Bernard I, Count of Besalú //"
876,ad_standard,5,876,,1462913,I52325,Henry I the Fowler //
1 JAN 1099,medieval_late,5,1099,Post-1000 AD (should be trimmed): 1099,1475027,I52449,Guillaume X //
1 JAN 879,ad_standard,5,879,,1512510,I52848,"Baldwin I, Margrave of Flanders //"
1 JAN 912,ad_standard,5,912,,1516716,I52892,"Bertha, Countess of Arles //"
1 JAN 821,ad_standard,5,821,,1517324,I52898,"Adrian, Count of Orléans //"
1 JAN 1169,medieval_late,5,1169,Post-1000 AD (should be trimmed): 1169,1520472,I52934,Rodrigo Pérez de Lara //
1 JAN 1007,medieval_late,5,1007,Post-1000 AD (should be trimmed): 1007,1534593,I53094,Hugh Magnus //
1 JAN 1017,medieval_late,5,1017,Post-1000 AD (should be trimmed): 1017,1543951,I53195,Judith of Brittany //
1 JAN 1112,medieval_late,5,1112,Post-1000 AD (should be trimmed): 1112,1553031,I53288,Zbigniew of Poland //
1 JAN 1127,medieval_late,5,1127,Post-1000 AD (should be trimmed): 1127,1562237,I53378,Aimery V of Thouars //
1 JAN 863,ad_standard,5,863,,1608593,I53893,Baldwin II //
1 JAN 1223,medieval_late,5,1223,Post-1000 AD (should be trimmed): 1223,1622647,I54060,"Sancho, Count of Provence //"
1 JAN 979,ad_standard,5,979,,1644001,I54285,"Matilda of Germany, Countess Palatine of Lotharingia //"
1 JAN 1051,medieval_late,5,1051,Post-1000 AD (should be trimmed): 1051,1645810,I54304,Ralph de Gacé //
25 DEC 1156,medieval_late,5,1156,Post-1000 AD (should be trimmed): 1156,1695291,I54812,"Richeza of Poland, Queen of Sweden //"
9 JUN 1075,medieval_late,5,1075,Post-1000 AD (should be trimmed): 1075,1700136,I54860,"Ernest, Margrave of Austria //"
1 JAN 1049,medieval_late,5,1049,Post-1000 AD (should be trimmed): 1049,1705072,I54907,Matilda of Louvain //
1 JAN 140,ad_standard,5,140,,1738774,I55286,Mithridates V of Parthia //
1 JAN 1109,medieval_late,5,1109,Post-1000 AD (should be trimmed): 1109,1756919,I55482,Toghrul II //
26 DEC 1194,medieval_late,5,1194,Post-1000 AD (should be trimmed): 1194,1799828,I55994,"Frederick II, Holy Roman Emperor //"
1 JAN 992,ad_standard,5,992,,1803300,I56032,Herbert of Wetterau //
1 JAN 1038,medieval_late,5,1038,Post-1000 AD (should be trimmed): 1038,1869986,I56730,Rostislav of Tmutarakan //
1 JAN 1222,medieval_late,5,1222,Post-1000 AD (should be trimmed): 1222,1905645,I57089,Vasiļko Glebovich //
1 JAN 1252,medieval_late,5,1252,Post-1000 AD (should be trimmed): 1252,1950391,I57606,Bohemond V of Antioch //
1299,medieval_late,5,1299,Post-1000 AD (should be trimmed): 1299,1950915,I57615,Raymond Embriaco //
1 JAN 1156,medieval_late,5,1156,Post-1000 AD (should be trimmed): 1156,1965746,I57810,Guglielmo I de Cardona //
1 JAN 1243,medieval_late,5,1243,Post-1000 AD (should be trimmed): 1243,2002265,I58262,Ponzio I di Urgell //
1 JAN 1264,medieval_late,5,1264,Post-1000 AD (should be trimmed): 1264,2038589,I58721,Violante of Swabia //
1 JAN 1225,medieval_late,5,1225,Post-1000 AD (should be trimmed): 1225,2039151,I58726,Selvaggia of Staufen //
1 JAN 976,ad_standard,5,976,,2052457,I58878,Brun I. von Verden //
1 JAN 1206,medieval_late,5,1206,Post-1000 AD (should be trimmed): 1206,2131263,I59734,Konrad von Thüringen //
1 JAN 1269,medieval_late,5,1269,Post-1000 AD (should be trimmed): 1269,2167746,I60143,Vasilko Romanovich //
7 FEB 1238,medieval_late,5,1238,Post-1000 AD (should be trimmed): 1238,2168522,I60151,Agafia of Chernigov //
1 JAN 1267,medieval_late,5,1267,Post-1000 AD (should be trimmed): 1267,2195730,I60473,Hugo IV. //
1 JAN 337,ad_standard,5,337,,2608917,I66671,Julius Constantius //
1273,medieval_late,5,1273,Post-1000 AD (should be trimmed): 1273,2643420,I67111,Trahaearn ap Madog ap Trahaearn ab Einion //
1 JAN 872,ad_standard,5,872,,2654883,I67263,Bernard //
1348,medieval_late,5,1348,Post-1000 AD (should be trimmed): 1348,2724773,I68167,Jane Rayne //
1365,medieval_late,5,1365,Post-1000 AD (should be trimmed): 1365,2724790,I68167,Jane Rayne //
201,ad_standard,5,201,,2774237,I68753,Gaius Vettius Cossinius Rufinus //
1333,medieval_late,5,1333,Post-1000 AD (should be trimmed): 1333,2914061,I70638,Llywelyn ap Ifor //
1358,medieval_late,5,1358,Post-1000 AD (should be trimmed): 1358,2914921,I70651,Gruffudd Gethin ap Madog ap Meurig //
1 JAN 1254,medieval_late,5,1254,Post-1000 AD (should be trimmed): 1254,3046380,I72346,Patrick V de Chaworth //
1303,medieval_late,5,1303,Post-1000 AD (should be trimmed): 1303,3056419,I72481,Sir Walter de Beauchamp //
1281,medieval_late,5,1281,Post-1000 AD (should be trimmed): 1281,3065546,I72605,Richard de Montfort //
1431,medieval_late,5,1431,Post-1000 AD (should be trimmed): 1431,3081809,I72867,"Thomas Griffith, of Wichnor //"
1353,medieval_late,5,1353,Post-1000 AD (should be trimmed): 1353,3101585,I73187,Dafydd ap Llywelyn //
1309,medieval_late,5,1309,Post-1000 AD (should be trimmed): 1309,3241338,I75007,Gruffudd de la Pole //
1 JAN 1290,medieval_late,5,1290,Post-1000 AD (should be trimmed): 1290,3270605,I75398,Philip Despencer //
(ABT -35),unknown,5,,,322909,I33143,Gratidia /Rufus/
(ABT -55),unknown,5,,,335350,I33597,"Iamblichus II, Priest-King of Emesa //"
(ABT -95),unknown,5,,,340974,I33776,Lucius Aemilius Lepidus Paullus //
(ABT -135),ad_standard,5,135,,351263,I33845,Gnaeus Pompeius Strabo //
(ABT -290),ad_standard,5,290,,363287,I33919,Lucius Quinctius /Claudus/
(ABT -220),ad_standard,5,220,,369826,I33975,Quintus Sulpicius Rufus //
(ABT -280),ad_standard,5,280,,406484,I34202,"Lucius Julius Caesar, I //"
(ABT -365),ad_standard,5,365,,409185,I34227,"Quintus Aemilius Barbula, Consul //"
ABT 800,ad_standard,5,800,,49215,I9315,Kritanjaya /Placeholder surname/
ABT 1625,medieval_late,5,1625,Post-1000 AD (should be trimmed): 1625,61709,I9959,"Pusya, King of Kosala /Placeholder surname/"
ABT 700,ad_standard,5,700,,62114,I9976,Sanjay /Placeholder surname/
ABT 1370,medieval_late,5,1370,Post-1000 AD (should be trimmed): 1370,70200,I10312,"Mursili II, King of the Hittites /Placeholder surname/"
ABT 1420,medieval_late,5,1420,Post-1000 AD (should be trimmed): 1420,71120,I10346,Arnuwanda I //
ABT 1445,medieval_late,5,1445,Post-1000 AD (should be trimmed): 1445,82097,I22256,Don David ben Gedalia Abraham /ibn Yahya of Lisbon/
ABT 1552,medieval_late,5,1552,Post-1000 AD (should be trimmed): 1552,87491,I22358,Bernardino /de Osorio/
ABT 1590,medieval_late,5,1590,Post-1000 AD (should be trimmed): 1590,93491,I22498,Juan Antonio /Funes de Villalpando y Ariño/
ABT 1585,medieval_late,5,1585,Post-1000 AD (should be trimmed): 1585,101565,I22660,María /de Avalos Delgadillo/
ABT 1630,medieval_late,5,1630,Post-1000 AD (should be trimmed): 1630,102579,I22685,Pedro /Perez de Bocanegra y Jaramillo/
ABT 340,ad_standard,5,340,,224566,I29970,Flavius Honorius //
ABT 295,ad_standard,5,295,,225953,I30024,Gratianus Funarius //
ABT 300,ad_standard,5,300,,226783,I30046,Thermantius //
ABT 275,ad_standard,5,275,,235188,I30177,Vulcacia //
ABT 310,ad_standard,5,310,,245365,I30541,Teutomer //
ABT 660,ad_standard,5,660,,311370,I32771,'Abdullah bin Muhammad al-Hanafiyya //
ABT 470,ad_standard,5,470,,470472,I34868,Adelphia /de Limoge/
ABT 589,ad_standard,5,589,,626163,I40013,"Ḥananya ""Ḥanan of Isḳiya"" /./"
ABT 785,ad_standard,5,785,,633322,I40120,Rabban Sahl al-Tabari //
ABT 1049,medieval_late,5,1049,Post-1000 AD (should be trimmed): 1049,637660,I40176,'Nathan HaBabli' Nasi /ben Abu Ishaq Avraham/
ABT 1038,medieval_late,5,1038,Post-1000 AD (should be trimmed): 1038,638008,I40181,Yekuthiel /ben Isaac Ibn Ḥasan/
ABT 969,ad_standard,5,969,,639694,I40214,ʿAbd Allāh /ben Muḥammad al-Manṣūriyya/
ABT 1062,medieval_late,5,1062,Post-1000 AD (should be trimmed): 1062,639748,I40215,"Daniel ""Zakkai"" /ben Azariah/"
ABT 1056,medieval_late,5,1056,Post-1000 AD (should be trimmed): 1056,641272,I40242,Isaac /ben Azariah Gaon/
ABT 1157,medieval_late,5,1157,Post-1000 AD (should be trimmed): 1157,648499,I40364,Judah ibn Ezra //
ABT 1126,medieval_late,5,1126,Post-1000 AD (should be trimmed): 1126,650188,I40391,"Averroes, Qadi al-Qurtubi & al-Sebilla //"
ABT 1198,medieval_late,5,1198,Post-1000 AD (should be trimmed): 1198,650196,I40391,"Averroes, Qadi al-Qurtubi & al-Sebilla //"
ABT 1258,medieval_late,5,1258,Post-1000 AD (should be trimmed): 1258,669672,I40716,Meshullam 'Don Bonet Crescas' /de Lunel/
ABT 640,ad_standard,5,640,,697224,I41426,Addah /al-Palestin/
ABT 685,ad_standard,5,685,,701482,I41504,/bat Al Palestin bat Abaye haKohen Gaon/
ABT 1129,medieval_late,5,1129,Post-1000 AD (should be trimmed): 1129,705242,I41573,"Yitzhak /ben Samuel haSefardi ibn al-Kanzī, haDay/"
ABT 964,ad_standard,5,964,,950981,I46206,Goto /Muñoz/
ABT 946,ad_standard,5,946,,970504,I46390,Sancha /Rodriguez/
ABT 1017,medieval_late,5,1017,Post-1000 AD (should be trimmed): 1017,970597,I46391,Fruela /González/
ABT 1105,medieval_late,5,1105,Post-1000 AD (should be trimmed): 1105,1005549,I46807,Ponce I /de Cabrera/
ABT 1147,medieval_late,5,1147,Post-1000 AD (should be trimmed): 1147,1100445,I47944,Elvira /Viegas/
55,malformed,5,,Unparseable date format,292288,I32150,Volusia Torquata /Saturninus/
5,malformed,5,,Unparseable date format,316795,I32963,Marcus Ulpius /Trainanus Salvius Titianus/
35,malformed,5,,Unparseable date format,323099,I33145,Domitia Calvina //
24 JAN 41,malformed,5,,Unparseable date format,897390,I45748,"Claudius I, Roman Emperor //"
1 JAN 34,malformed,5,,Unparseable date format,2702423,I67858,Lucius Antonius //
1 JAN 31,malformed,5,,Unparseable date format,2703400,I67867,Livilla //
1 JAN 62,malformed,5,,Unparseable date format,2761100,I68617,Faustus Cornelius Sulla Felix //
1 JAN 12,malformed,5,,Unparseable date format,2763175,I68636,Tiberius Claudius Drusus //
1 JAN 30,malformed,5,,Unparseable date format,2763386,I68638,Claudia Antonia //
1 JAN 65,malformed,5,,Unparseable date format,2854403,I69819,Poppaea Sabina //
1 JAN 45,malformed,5,,Unparseable date format,2994167,I71683,Lucius Vipstanus Messalla //
TO 20,date_range,5,,,313388,I32841,Marcus Fulvius Saturnius //
TO 25,date_range,5,,,322528,I33139,Fausta /Cornelia/
TO 40,date_range,5,,,322815,I33142,Lucius Sallustius Passienus Rufus //
TO 70,date_range,5,,,342077,I33782,Gnaeus Pompeius Magnus /Pompeius/
TO 63,date_range,5,,,349185,I33829,Suplicia Scribonia Julia /Crusiello/
TO 36,date_range,5,,,357888,I33872,"Antiochos Théos, I, King of Commagene //"
TO 60,date_range,5,,,526894,I35638,Kleitosthenes de /Thera/
1 JAN 900 B.C.,bc,4,-1,,141623,I23920,Jehosheba //
1 JAN 9 B.C.,bc,4,-1,,185013,I27309,Ptolemy of Mauretania //
1 JAN 85 B.C.,bc,4,-1,,336734,I33644,Juba I //
1 JAN 120 B.C.,bc,4,-1,,354529,I33864,Marcus Aemilius Lepidus //
1 JAN 77 B.C.,bc,4,-1,,354674,I33865,Appuleia //
132 B.C.,bc,4,-132,,544642,I35808,Caecilia //
320 B.C.,bc,4,-320,,559547,I35966,Publius Cornelius Rufinus //
55 B.C.,bc,4,-55,,1364110,I51262,Nizar ibn Maadd ibn Adnan //
899 B.C.,bc,4,-899,,2474909,I65126,Labotas //
750 B.C.,bc,4,-750,,2479326,I65193,Nicander of Sparta //
410 B.C.,bc,4,-410,,2486236,I65289,Orestes of Macedon //
1 JAN 370 B.C.,bc,4,-1,,2487038,I65297,Amyntas III of Macedon //
365 B.C.,bc,4,-365,,2492195,I65364,Ptolemy I Soter //
1 JAN 340 B.C.,bc,4,-1,,2496675,I65411,Berenice I of Egypt //
1 JAN 331 B.C.,bc,4,-1,,2498853,I65432,Alexandros I of Epirus //
310 B.C.,bc,4,-310,,2499468,I65438,Antipater I of Macedon //
380 B.C.,bc,4,-380,,2501251,I65455,Darius III //
1 JAN 284 B.C.,bc,4,-1,,2504818,I65494,Ptolemy III Euergetes //
1 JAN 480 B.C.,bc,4,-1,,2510418,I65544,Ariabignes //
1 JAN 221 B.C.,bc,4,-1,,2516130,I65608,Berenice II //
1 JAN 265 B.C.,bc,4,-1,,2531121,I65763,Seleucus II Callinicus //
1 JAN 220 B.C.,bc,4,-1,,2545953,I65925,Polycratia of Argos //
214 B.C.,bc,4,-214,,2557901,I66069,Hieronymus of Syracuse //
1 JAN 164 B.C.,bc,4,-1,,2558254,I66072,Antiochus IV Epiphanes //
162 B.C.,bc,4,-162,,2558822,I66077,Ptolemy VII Neos Philopator //
170 B.C.,bc,4,-170,,2578075,I66305,Antiochus //
1 JAN 47 B.C.,bc,4,-1,,2602238,I66594,Ptolemy XIII Theos Philopator //
66 B.C.,bc,4,-66,,2626077,I66894,Machares //
1 JAN 65 B.C.,bc,4,-1,,2626761,I66901,Xiphares //
1 JAN 29 B.C.,bc,4,-1,,2628261,I66916,Antiochus II of Commagene //
201 B.C.,bc,4,-201,,2656766,I67287,Chilonis //
61 B.C.,bc,4,-61,,2657548,I67294,Tigranes the Younger //
1 JAN 110 B.C.,bc,4,-1,,2697013,I67806,Asander //
1 JAN 87 B.C.,bc,4,-1,,2699632,I67832,Lucius Julius Caesar //
114 B.C.,bc,4,-114,,2699942,I67835,Publius Cornelius Lentulus Sura //
23 B.C.,bc,4,-23,,2701877,I67853,Marcellus //
15 B.C.,bc,4,-15,,2751911,I68526,Polemon II of Pontus //
1 JAN 8 B.C.,bc,4,-1,,2757400,I68582,Sextus Appuleius //
89 B.C.,bc,4,-89,,2761267,I68619,Tiberius Claudius Nero //
98 B.C.,bc,4,-98,,2853448,I69809,Lucius Domitius Ahenobarbus //
1 JAN 60 B.C.,bc,4,-1,,2853851,I69813,Quintus Haterius //
105 B.C.,bc,4,-105,,2855309,I69828,Tiberius Claudius Nero //
113 B.C.,bc,4,-113,,2858978,I69864,Marcia //
91 B.C.,bc,4,-91,,2988618,I71626,Marcus Livius Drusus //
208 B.C.,bc,4,-208,,2989647,I71638,Marcus Claudius Marcellus //
154 B.C.,bc,4,-154,,2990689,I71648,Gaius Gracchus //
1 JAN 5 B.C.,bc,4,-1,,2997998,I71720,Publius Cornelius Scipio Orestinus //
196 B.C.,bc,4,-196,,3003411,I71775,Titus Annius Luscus //
1 JAN 24 B.C.,bc,4,-1,,3185337,I74274,Publius Cornelius Scipio //
230 B.C.,bc,4,-230,,3446251,I77912,Gnaeus Domitius Ahenobarbus //
1451,medieval_late,4,1451,Post-1000 AD (should be trimmed): 1451,37043,I8657,Rajasawardhana Sang Sinagara /Placeholder surname/
1389,medieval_late,4,1389,Post-1000 AD (should be trimmed): 1389,37240,I8662,Wikramawardhana (Maharaja Empayar Majapahit) /Placeholder surname/
853,ad_standard,4,853,,38767,I8722,Bijairaj I /Placeholder surname/
991,ad_standard,4,991,,41276,I8897,Maharaja Medang XVIII - Makuthawangsawardhana (...-991) /Placeholder surname/
802,ad_standard,4,802,,44894,I9139,"Maharaja Sriwijaya IV (778-782), Medang III (770-802) - Rakai Panunggala /Placeholder surname/"
485,ad_standard,4,485,,45380,I9155,Princess Yasodhara /Placeholder surname/
709,ad_standard,4,709,,46583,I9200,"Raja Kalingga Utara I (695-702), Maharaja Galuh II (702-709) - Amara /Placeholder surname/"
669,ad_standard,4,669,,48899,I9297,Maharaja Tarumanagara XII - Linggawarman (666-669) /Placeholder surname/
535,ad_standard,4,535,,50186,I9372,Maharaja Tarumanagara VI - Candrawarman (515-535) /Placeholder surname/
225,ad_standard,4,225,,58706,I9859,Kunala /Placeholder surname/
260,ad_standard,4,260,,58710,I9859,Kunala /Placeholder surname/
1477,medieval_late,4,1477,Post-1000 AD (should be trimmed): 1477,77870,I22150,Don Felipe /de Castilla y Zuñiga/
1526,medieval_late,4,1526,Post-1000 AD (should be trimmed): 1526,79553,I22190,Antonio /de la Cadena y Vázquez de Bullon/
1471,medieval_late,4,1471,Post-1000 AD (should be trimmed): 1471,82512,I22264,Yehuda /Abravanel/
1491,medieval_late,4,1491,Post-1000 AD (should be trimmed): 1491,83023,I22275,Leonor /de Soria Maluenda/
1579,medieval_late,4,1579,Post-1000 AD (should be trimmed): 1579,84819,I22308,Dom João /Miques\Micas Mendes/
1539,medieval_late,4,1539,Post-1000 AD (should be trimmed): 1539,86398,I22335,Jorge /Alvarado y Contreras/
1627,medieval_late,4,1627,Post-1000 AD (should be trimmed): 1627,87023,I22350,Diego Pedro /Bocanegra y Villaseñor/
1516,medieval_late,4,1516,Post-1000 AD (should be trimmed): 1516,88997,I22398,Catalina /Cervantes de Lara y Andrada/
1513,medieval_late,4,1513,Post-1000 AD (should be trimmed): 1513,89185,I22402,Beatriz /Andrada/
1499,medieval_late,4,1499,Post-1000 AD (should be trimmed): 1499,96379,I22557,Diego /Abravanel/
1552,medieval_late,4,1552,Post-1000 AD (should be trimmed): 1552,96925,I22570,Pedro /Pardo de Soria/
1545,medieval_late,4,1545,Post-1000 AD (should be trimmed): 1545,99793,I22633,Brianda de /Bazán y Castro/
1558,medieval_late,4,1558,Post-1000 AD (should be trimmed): 1558,101140,I22652,Antonia /de Sosa y Guevara/
1652,medieval_late,4,1652,Post-1000 AD (should be trimmed): 1652,101573,I22660,María /de Avalos Delgadillo/
1559,medieval_late,4,1559,Post-1000 AD (should be trimmed): 1559,102349,I22680,Ines /Carbajal Villafañe/
1602,medieval_late,4,1602,Post-1000 AD (should be trimmed): 1602,103138,I22698,Antonia /Estrada de Andrada/
1617,medieval_late,4,1617,Post-1000 AD (should be trimmed): 1617,103255,I22700,Fridli /Frey/
1632,medieval_late,4,1632,Post-1000 AD (should be trimmed): 1632,103510,I22702,Melchior /Frey/
1645,medieval_late,4,1645,Post-1000 AD (should be trimmed): 1645,104356,I22720,Juan /Cervantes Casaus/
1534,medieval_late,4,1534,Post-1000 AD (should be trimmed): 1534,105334,I22742,Guiomar /de Villaseñor y Cervantes/
1606,medieval_late,4,1606,Post-1000 AD (should be trimmed): 1606,109896,I22832,Alonso /de Oñate Rivadeneira/
1596,medieval_late,4,1596,Post-1000 AD (should be trimmed): 1596,120022,I23067,María /de Castro y Polanco/
1577,medieval_late,4,1577,Post-1000 AD (should be trimmed): 1577,121492,I23088,Francisco /Zayas-Bazán/
1605,medieval_late,4,1605,Post-1000 AD (should be trimmed): 1605,124369,I23150,Gil /de Alvarado y Benavides/
1634,medieval_late,4,1634,Post-1000 AD (should be trimmed): 1634,125898,I23181,Hans Henrich /Frey/
1641,medieval_late,4,1641,Post-1000 AD (should be trimmed): 1641,126106,I23186,Johann Hans Heinrich /Frey/
1646,medieval_late,4,1646,Post-1000 AD (should be trimmed): 1646,130530,I23293,Bartolomé /Ramírez de Arellano y Toledo/
1 JAN 180,ad_standard,4,180,,143388,I23963,Julia Avita Mamaea //
460,ad_standard,4,460,,216904,I29786,Flavius Areobindus Dagalaifus Areobindus //
