Category,Date_Pattern,Occurrence_Count,Needs_Standardization
standard_ad,15 MAR 963,2,NO
standard_ad,15 DEC 1025,2,NO
standard_ad,15 NOV 1028,2,NO
standard_ad,22 MAY 1124,2,NO
standard_ad,24 SEP 1115,2,NO
standard_ad,5 MAY 1198,2,NO
standard_ad,21 JUL 1154,2,NO
standard_ad,2 APR 1209,2,NO
standard_ad,31 AUG 1247,2,NO
standard_ad,1 OCT 1075,2,NO
standard_ad,9 SEP 1191,2,NO
standard_ad,13 SEP 1087,2,NO
standard_ad,8 APR 1143,2,NO
standard_ad,2 AUG 1142,2,NO
standard_ad,18 FEB 1218,2,NO
standard_ad,13 JAN 1139,2,NO
standard_ad,23 MAY 1144,2,NO
standard_ad,17 JAN 1168,2,NO
standard_ad,31 AUG 1057,2,NO
standard_ad,25 JUL 1173,2,NO
standard_ad,2 JUL 1226,2,NO
standard_ad,13 FEB 1214,2,NO
standard_ad,1 JAN 1303,2,NO
standard_ad,5 APR 1170,2,NO
standard_ad,15 MAR 1190,2,NO
standard_ad,1 JUL 1172,2,NO
standard_ad,1 JUL 1205,2,NO
standard_ad,15 OCT 1212,2,NO
standard_ad,24 NOV 1230,2,NO
standard_ad,26 MAR 1191,2,NO
standard_ad,11 JAN 1083,2,NO
standard_ad,7 NOV 1225,2,NO
standard_ad,4 DEC 1214,2,NO
standard_ad,21 AUG 1190,2,NO
standard_ad,16 MAR 1185,2,NO
standard_ad,27 FEB 1063,2,NO
standard_ad,20 FEB 1171,2,NO
standard_ad,12 JUN 1161,2,NO
standard_ad,5 SEP 1201,2,NO
standard_ad,5 SEP 1200,2,NO
standard_ad,21 OCT 1221,2,NO
standard_ad,16 JUN 1202,2,NO
standard_ad,4 JUN 1206,2,NO
standard_ad,21 AUG 1165,2,NO
standard_ad,14 JUL 1223,2,NO
standard_ad,1 DEC 1127,2,NO
standard_ad,16 MAR 1181,2,NO
standard_ad,29 JUL 1166,2,NO
standard_ad,10 SEP 1197,2,NO
standard_ad,9 AUG 1204,2,NO
standard_ad,13 MAY 1179,2,NO
standard_ad,24 MAY 1201,2,NO
standard_ad,19 MAY 1218,2,NO
standard_ad,28 APR 1227,2,NO
standard_ad,11 APR 1184,2,NO
standard_ad,12 DEC 1213,2,NO
standard_ad,1 JUN 1180,2,NO
standard_ad,8 NOV 1246,2,NO
standard_ad,3 NOV 1220,2,NO
standard_ad,26 JUL 1181,2,NO
standard_ad,2 JAN 1243,2,NO
standard_ad,4 JUN 1246,2,NO
standard_ad,1 OCT 1207,2,NO
standard_ad,16 NOV 1272,2,NO
standard_ad,5 JAN 1209,2,NO
standard_ad,2 APR 1272,2,NO
standard_ad,22 JUL 1210,2,NO
standard_ad,1 DEC 1241,2,NO
standard_ad,13 APR 1275,2,NO
standard_ad,JUN 1246,2,NO
standard_ad,23 APR 1196,2,NO
standard_ad,17 FEB 1180,2,NO
standard_ad,6 DEC 1240,2,NO
standard_ad,1 JAN 1307,2,NO
standard_ad,1 JAN 1159,2,NO
standard_ad,12 JUL 1203,2,NO
standard_ad,10 JUL 1086,2,NO
standard_ad,18 AUG 1095,2,NO
standard_ad,10 JUL 1103,2,NO
standard_ad,25 JUN 1134,2,NO
standard_ad,7 AUG 1190,2,NO
standard_ad,1 DEC 1270,2,NO
standard_ad,7 AUG 317,2,NO
standard_ad,3 NOV 361,2,NO
standard_ad,1 JAN 326,2,NO
standard_ad,554,2,NO
standard_ad,9 AUG 378,2,NO
standard_ad,1 JAN 303,2,NO
standard_ad,11 AUG 353,2,NO
standard_ad,22 AUG 408,2,NO
standard_ad,1 JAN 852,2,NO
standard_ad,1 FEB 621,2,NO
standard_ad,30 APR 941,2,NO
standard_ad,15 NOV 702,2,NO
standard_ad,29 AUG 886,2,NO
standard_ad,18 MAY 905,2,NO
standard_ad,9 NOV 959,2,NO
standard_ad,1 JAN 1262,2,NO
standard_ad,20 SEP 1200,2,NO
standard_ad,21 APR 1227,2,NO
standard_ad,20 APR 1176,2,NO
standard_ad,28 JUN 1170,2,NO
standard_ad,28 MAR 1241,2,NO
standard_ad,10 AUG 1250,2,NO
standard_ad,29 JUN 1252,2,NO
standard_ad,29 MAY 1259,2,NO
standard_ad,12 FEB 1242,2,NO
standard_ad,31 MAY 1076,2,NO
standard_ad,7 SEP 1202,2,NO
standard_ad,25 JUL 1182,2,NO
standard_ad,5 APR 1168,2,NO
standard_ad,22 SEP 1174,2,NO
standard_ad,24 JUL 1204,2,NO
standard_ad,28 DEC 1218,2,NO
standard_ad,12 FEB 1218,2,NO
standard_ad,18 JUL 1228,2,NO
standard_ad,12 NOV 1202,2,NO
standard_ad,9 MAR 1213,2,NO
standard_ad,SEP 1250,2,NO
standard_ad,30 NOV 1220,2,NO
standard_ad,5 MAY 1228,2,NO
standard_ad,1 APR 1307,2,NO
standard_ad,26 FEB 1266,2,NO
standard_ad,1 JAN 1256,2,NO
standard_ad,22 JAN 1222,2,NO
standard_ad,22 FEB 1098,2,NO
standard_ad,12 JUL 1140,2,NO
standard_ad,1 SEP 1187,2,NO
standard_ad,11 MAY 976,2,NO
standard_ad,26 MAY 967,2,NO
standard_ad,30 NOV 1002,2,NO
standard_ad,13 NOV 1009,2,NO
standard_ad,1 JAN 909,2,NO
standard_ad,18 JUN 1053,2,NO
standard_ad,11 MAY 1138,2,NO
standard_ad,9 APR 1166,2,NO
standard_ad,25 DEC 1193,2,NO
standard_ad,11 JUL 1091,2,NO
standard_ad,13 MAR 993,2,NO
standard_ad,18 NOV 1170,2,NO
standard_ad,25 APR 1124,2,NO
standard_ad,24 MAY 1071,2,NO
standard_ad,29 JUL 1030,2,NO
standard_ad,14 AUG 1040,2,NO
standard_ad,12 JUN 1152,2,NO
standard_ad,9 SEP 1000,2,NO
standard_ad,28 JUN 1178,2,NO
standard_ad,28 APR 1069,2,NO
standard_ad,22 SEP 1093,2,NO
standard_ad,JUN 1050,2,NO
standard_ad,4 NOV 1130,2,NO
standard_ad,12 MAR 1096,2,NO
standard_ad,7 JAN 1131,2,NO
standard_ad,14 JAN 1131,2,NO
standard_ad,12 MAY 1182,2,NO
standard_ad,18 SEP 1137,2,NO
standard_ad,26 MAR 1130,2,NO
standard_ad,13 JUN 1180,2,NO
standard_ad,31 MAY 1162,2,NO
standard_ad,26 NOV 1188,2,NO
standard_ad,28 AUG 1197,2,NO
standard_ad,29 JUL 1029,2,NO
standard_ad,14 APR 1101,2,NO
standard_ad,5 FEB 1085,2,NO
standard_ad,5 NOV 1235,2,NO
standard_ad,3 APR 1201,2,NO
standard_ad,29 MAR 1235,2,NO
standard_ad,7 MAY 1231,2,NO
standard_ad,1 APR 1214,2,NO
standard_ad,9 APR 1241,2,NO
standard_ad,24 MAY 1212,2,NO
standard_ad,23 SEP 1253,2,NO
standard_ad,23 DEC 1173,2,NO
standard_ad,15 SEP 1231,2,NO
standard_ad,1 JAN 1291,2,NO
standard_ad,19 JUN 1160,2,NO
standard_ad,9 FEB 1212,2,NO
standard_ad,11 MAY 1091,2,NO
standard_ad,13 AUG 1198,2,NO
standard_ad,1 JUL 1207,2,NO
standard_ad,16 DEC 1153,2,NO
standard_ad,30 JUN 1181,2,NO
standard_ad,27 MAY 1240,2,NO
standard_ad,18 FEB 1225,2,NO
standard_ad,24 AUG 1261,2,NO
standard_ad,11 APR 1165,2,NO
standard_ad,11 JUL 969,2,NO
standard_ad,DEC 969,2,NO
standard_ad,12 APR 1167,2,NO
standard_ad,5 JUN 1239,2,NO
standard_ad,18 MAR 1187,2,NO
standard_ad,7 OCT 1260,2,NO
standard_ad,9 OCT 1267,2,NO
standard_ad,21 JUN 1226,2,NO
standard_ad,7 DEC 1279,2,NO
standard_ad,14 NOV 1267,2,NO
standard_ad,19 MAR 1231,2,NO
standard_ad,15 AUG 1118,2,NO
standard_ad,19 FEB 1123,2,NO
standard_ad,1 DEC 1083,2,NO
standard_ad,16 OCT 1210,2,NO
standard_ad,5 JUN 1288,2,NO
standard_ad,1 JAN 1278,2,NO
standard_ad,5 SEP 1187,2,NO
standard_ad,8 NOV 1226,2,NO
standard_ad,SEP 1228,2,NO
standard_ad,1 SEP 1216,2,NO
standard_ad,23 MAY 1208,2,NO
standard_ad,27 APR 1264,2,NO
standard_ad,12 MAY 1277,2,NO
standard_ad,4 FEB 1222,2,NO
standard_ad,12 APR 1220,2,NO
standard_ad,1 JUN 1220,2,NO
standard_ad,10 OCT 1272,2,NO
standard_ad,1 JAN 1274,2,NO
standard_ad,12 SEP 1185,2,NO
standard_ad,1 JAN 743,2,NO
standard_ad,1 JAN 305,2,NO
standard_ad,1 JAN 547,2,NO
standard_ad,1 JAN 425,2,NO
standard_ad,1 JAN 464,2,NO
standard_ad,463,2,NO
standard_ad,18 OCT 544,2,NO
standard_ad,1 JAN 738,2,NO
standard_ad,1 JAN 507,2,NO
standard_ad,1 JAN 629,2,NO
standard_ad,1 JAN 599,2,NO
standard_ad,1 JAN 240,2,NO
standard_ad,1 JAN 682,2,NO
standard_ad,1 JAN 360,2,NO
standard_ad,356,2,NO
standard_ad,1 JAN 586,2,NO
standard_ad,482,2,NO
standard_ad,1 JAN 369,2,NO
standard_ad,1339,2,NO
standard_ad,25 NOV 1034,2,NO
standard_ad,10 OCT 19,2,NO
standard_ad,1 JAN 19,2,NO
standard_ad,1 JAN 193,2,NO
standard_ad,1 JAN 733,2,NO
standard_ad,1 JAN 1306,2,NO
standard_ad,12 NOV 1139,2,NO
standard_ad,11,2,NO
standard_ad,1 JAN 5,2,NO
standard_ad,88,2,NO
standard_ad,7 APR 30,2,NO
standard_ad,31 AUG 161,2,NO
standard_ad,1 JAN 1276,2,NO
standard_ad,1 JAN 1318,2,NO
standard_ad,1383,2,NO
standard_ad,1396,2,NO
standard_ad,1411,2,NO
standard_ad,1461,2,NO
standard_ad,3 FEB 1161,2,NO
standard_ad,1 JAN 90,2,NO
standard_ad,1 JAN 9,2,NO
standard_ad,49,2,NO
standard_ad,1 JAN 41,2,NO
standard_ad,1 JAN 46,2,NO
standard_ad,1 JAN 80,2,NO
standard_ad,1 JAN 113,2,NO
standard_ad,1 JAN 163,2,NO
standard_ad,1 JAN 190,2,NO
standard_ad,1 JAN 138,2,NO
standard_ad,1 JAN 819,2,NO
standard_ad,1 JAN 1282,2,NO
standard_ad,1 JAN 1289,2,NO
standard_ad,1 JAN 1309,2,NO
standard_ad,1369,2,NO
standard_ad,1 JAN 1400,2,NO
standard_ad,30 NOV 1324,2,NO
standard_ad,1 SEP 1015,2,NO
standard_ad,31 JAN 1208,2,NO
standard_ad,24 MAY 1240,2,NO
standard_ad,1 JAN 902,2,NO
standard_ad,1 JAN 24,2,NO
standard_ad,7,2,NO
standard_ad,1 JAN 53,2,NO
standard_ad,24 SEP 15,2,NO
standard_ad,1 JAN 52,2,NO
standard_ad,1 JAN 61,2,NO
standard_ad,13,2,NO
standard_ad,1 JAN 37,2,NO
standard_ad,1 JAN 107,2,NO
standard_ad,1 JAN 98,2,NO
standard_ad,1 JAN 110,2,NO
standard_ad,1 JAN 119,2,NO
standard_ad,1 JAN 384,2,NO
standard_ad,1 JAN 1315,2,NO
standard_ad,1 JAN 1263,2,NO
standard_ad,1 JAN 1369,2,NO
standard_ad,7 DEC 1269,2,NO
standard_ad,9 FEB 1256,2,NO
standard_ad,25 OCT 1415,2,NO
standard_ad,1 JAN 1443,2,NO
standard_ad,27 JUL 1469,2,NO
standard_ad,1419,2,NO
standard_ad,1 JAN 1449,2,NO
standard_ad,1 JAN 1525,2,NO
standard_ad,8 AUG 1220,2,NO
standard_ad,1 OCT 1018,2,NO
standard_ad,1 JAN 136,2,NO
standard_ad,1 JAN 112,2,NO
standard_ad,1 JAN 165,2,NO
standard_ad,11 MAR 222,2,NO
standard_ad,1 JAN 1295,2,NO
standard_ad,23 JAN 1324,2,NO
standard_ad,30 NOV 1305,2,NO
standard_ad,1351,2,NO
standard_ad,1 JAN 1287,2,NO
standard_ad,1486,2,NO
standard_ad,27 JUL 1485,2,NO
standard_ad,1476,2,NO
standard_ad,14 MAY 1277,2,NO
standard_ad,5 NOV 1130,2,NO
standard_ad,1 JAN 1257,2,NO
standard_ad,1 JAN 1261,2,NO
standard_ad,67,2,NO
standard_ad,1 JAN 85,2,NO
standard_ad,1 JAN 146,2,NO
standard_ad,1 JAN 1411,2,NO
standard_ad,3 FEB 1281,2,NO
standard_ad,1 JAN 1327,2,NO
standard_ad,24 JUN 1314,2,NO
standard_ad,14 OCT 1318,2,NO
standard_ad,9 FEB 1307,2,NO
standard_ad,1 JAN 1284,2,NO
standard_ad,2 MAR 1316,2,NO
standard_ad,1 JAN 1319,2,NO
standard_ad,1 JAN 1310,2,NO
standard_ad,16 JUL 1309,2,NO
standard_ad,19 JUL 1333,2,NO
standard_ad,1343,2,NO
standard_ad,28 OCT 1323,2,NO
standard_ad,12 MAR 1279,2,NO
standard_ad,1 JAN 1248,2,NO
standard_ad,11 JUL 1302,2,NO
standard_ad,1 JAN 1308,2,NO
standard_ad,1 JAN 1351,2,NO
standard_ad,1 JAN 1335,2,NO
standard_ad,27 AUG 1562,2,NO
standard_ad,25 DEC 1549,2,NO
standard_ad,1588,2,NO
standard_ad,APR 626,2,NO
standard_ad,643,1,NO
standard_ad,446,1,NO
standard_ad,73,1,NO
standard_ad,224,1,NO
standard_ad,304,1,NO
standard_ad,461,1,NO
standard_ad,1676,1,NO
standard_ad,13 APR 1564,1,NO
standard_ad,11 MAR 1556,1,NO
standard_ad,29 JUL 1540,1,NO
standard_ad,23 MAR 1538,1,NO
standard_ad,3 FEB 1542,1,NO
standard_ad,16 MAY 1540,1,NO
standard_ad,29 MAR 1538,1,NO
standard_ad,5 DEC 1556,1,NO
standard_ad,3 OCT 1564,1,NO
standard_ad,30 OCT 1564,1,NO
standard_ad,11 OCT 1571,1,NO
standard_ad,6 AUG 1639,1,NO
standard_ad,28 MAR 1634,1,NO
standard_ad,27 JUL 1545,1,NO
standard_ad,10 JUN 1568,1,NO
standard_ad,JUN 1626,1,NO
standard_ad,3 JUN 1626,1,NO
standard_ad,26 DEC 1552,1,NO
standard_ad,1561,1,NO
standard_ad,11 JAN 1580,1,NO
standard_ad,10 JUL 1630,1,NO
standard_ad,20 DEC 1640,1,NO
standard_ad,1497,1,NO
standard_ad,1728,1,NO
standard_ad,23 SEP 1437,1,NO
standard_ad,3 OCT 1508,1,NO
standard_ad,12 OCT 1412,1,NO
standard_ad,15 JUN 1492,1,NO
standard_ad,4 JUN 1576,1,NO
standard_ad,26 APR 1585,1,NO
standard_ad,4 OCT 1586,1,NO
standard_ad,28 JUL 1589,1,NO
standard_ad,MAR 1565,1,NO
standard_ad,AUG 1562,1,NO
standard_ad,APR 1567,1,NO
standard_ad,OCT 1570,1,NO
standard_ad,1587,1,NO
standard_ad,DEC 1581,1,NO
standard_ad,JUL 1588,1,NO
standard_ad,3 AUG 1599,1,NO
standard_ad,6 FEB 1602,1,NO
standard_ad,1 JAN 1552,1,NO
standard_ad,26 JAN 1554,1,NO
standard_ad,6 NOV 1635,1,NO
standard_ad,24 DEC 1564,1,NO
standard_ad,23 DEC 1648,1,NO
standard_ad,3 FEB 1565,1,NO
standard_ad,1 AUG 1540,1,NO
standard_ad,13 APR 1543,1,NO
standard_ad,2 JAN 1605,1,NO
standard_ad,24 NOV 1544,1,NO
standard_ad,29 SEP 1547,1,NO
standard_ad,22 APR 1616,1,NO
standard_ad,23 APR 1616,1,NO
standard_ad,1 DEC 1624,1,NO
standard_ad,7 OCT 1658,1,NO
standard_ad,18 FEB 1598,1,NO
standard_ad,9 FEB 1629,1,NO
standard_ad,21 JUL 1660,1,NO
standard_ad,4 DEC 1598,1,NO
standard_ad,31 OCT 1606,1,NO
standard_ad,12 MAY 1543,1,NO
standard_ad,12 NOV 1627,1,NO
standard_ad,2 APR 1672,1,NO
standard_ad,27 AUG 1650,1,NO
standard_ad,16 MAY 1634,1,NO
standard_ad,14 MAY 1633,1,NO
standard_ad,19 NOV 1639,1,NO
standard_ad,13 SEP 1573,1,NO
standard_ad,20 NOV 1537,1,NO
standard_ad,6 MAY 1539,1,NO
standard_ad,5 MAY 1542,1,NO
standard_ad,7 AUG 1543,1,NO
standard_ad,21 AUG 1546,1,NO
standard_ad,FEB 1565,1,NO
standard_ad,22 FEB 1628,1,NO
standard_ad,6 AUG 1610,1,NO
standard_ad,2 DEC 1612,1,NO
standard_ad,5 SEP 1617,1,NO
standard_ad,31 OCT 1618,1,NO
standard_ad,11 JUL 1617,1,NO
standard_ad,1619,1,NO
standard_ad,30 APR 1547,1,NO
standard_ad,3 MAY 1620,1,NO
standard_ad,7 JAN 1590,1,NO
standard_ad,1643,1,NO
standard_ad,1601,1,NO
standard_ad,18 SEP 1670,1,NO
standard_ad,1647,1,NO
standard_ad,1654,1,NO
standard_ad,JUN 1621,1,NO
standard_ad,7 JUN 1621,1,NO
standard_ad,10 OCT 1699,1,NO
standard_ad,1638,1,NO
standard_ad,1 MAY 1663,1,NO
standard_ad,29 JUL 1571,1,NO
standard_ad,5 MAR 1630,1,NO
standard_ad,28 JUN 1659,1,NO
standard_ad,13 DEC 1612,1,NO
standard_ad,1 AUG 1580,1,NO
standard_ad,11 FEB 1657,1,NO
standard_ad,28 SEP 1589,1,NO
standard_ad,8 APR 1593,1,NO
standard_ad,13 NOV 1594,1,NO
standard_ad,25 OCT 1597,1,NO
standard_ad,1 AUG 1605,1,NO
standard_ad,21 AUG 1614,1,NO
standard_ad,17 JUL 1689,1,NO
standard_ad,1615,1,NO
standard_ad,17 JAN 1619,1,NO
standard_ad,14 JAN 1621,1,NO
standard_ad,7 MAY 1684,1,NO
standard_ad,8 DEC 1669,1,NO
standard_ad,1657,1,NO
standard_ad,MAR 1584,1,NO
standard_ad,19 SEP 1652,1,NO
standard_ad,6 JUN 1661,1,NO
standard_ad,2 JAN 1619,1,NO
standard_ad,23 MAY 1690,1,NO
standard_ad,28 SEP 1719,1,NO
standard_ad,1 MAR 1657,1,NO
standard_ad,13 AUG 1727,1,NO
standard_ad,7 OCT 1655,1,NO
standard_ad,11 NOV 1641,1,NO
standard_ad,15 NOV 1642,1,NO
standard_ad,29 AUG 1575,1,NO
standard_ad,10 OCT 1679,1,NO
standard_ad,1719,1,NO
standard_ad,14 MAY 1642,1,NO
standard_ad,27 MAY 1678,1,NO
standard_ad,30 AUG 1570,1,NO
standard_ad,5 JAN 1584,1,NO
standard_ad,1 JAN 40,1,NO
standard_ad,28 JUN 548,1,NO
standard_ad,19 JAN 532,1,NO
standard_ad,434,1,NO
standard_ad,367,1,NO
standard_ad,355,1,NO
standard_ad,27 APR 408,1,NO
standard_ad,325,1,NO
standard_ad,12 OCT 404,1,NO
standard_ad,316,1,NO
standard_ad,275,1,NO
standard_ad,245,1,NO
standard_ad,3 OCT 270,1,NO
standard_ad,253,1,NO
standard_ad,MAY 394,1,NO
standard_ad,178,1,NO
standard_ad,22 JAN 205,1,NO
standard_ad,217,1,NO
standard_ad,11 APR 145,1,NO
standard_ad,146,1,NO
standard_ad,87,1,NO
standard_ad,89,1,NO
standard_ad,10 AUG 117,1,NO
standard_ad,109,1,NO
standard_ad,1 JAN 545,1,NO
standard_ad,128,1,NO
standard_ad,557,1,NO
standard_ad,APR 630,1,NO
standard_ad,14 MAR 624,1,NO
standard_ad,16 APR 630,1,NO
standard_ad,27 JAN 632,1,NO
standard_ad,MAR 634,1,NO
standard_ad,103,1,NO
standard_ad,9 AUG 117,1,NO
standard_ad,3 OCT 900,1,NO
standard_ad,556,1,NO
standard_ad,7 NOV 657,1,NO
standard_ad,9 JAN 626,1,NO
standard_ad,11 JAN 626,1,NO
standard_ad,19 JAN 379,1,NO
standard_ad,8 NOV 395,1,NO
standard_ad,17 JAN 396,1,NO
standard_ad,61,1,NO
standard_ad,26 SEP 1045,1,NO
standard_ad,30 NOV 8,1,NO
standard_ad,14 FEB 585,1,NO
standard_ad,10 JUN 676,1,NO
standard_ad,16,1,NO
standard_ad,727,1,NO
standard_ad,56,1,NO
standard_ad,20 DEC 69,1,NO
standard_ad,1 JAN 367,1,NO
standard_ad,MAR 537,1,NO
standard_ad,6 JAN 437,1,NO
standard_ad,432,1,NO
standard_ad,391,1,NO
standard_ad,285,1,NO
standard_ad,383,1,NO
standard_ad,339,1,NO
standard_ad,1 JAN 398,1,NO
standard_ad,321,1,NO
standard_ad,319,1,NO
standard_ad,273,1,NO
standard_ad,249,1,NO
standard_ad,168,1,NO
standard_ad,206,1,NO
standard_ad,222,1,NO
standard_ad,188,1,NO
standard_ad,223,1,NO
standard_ad,9 APR 158,1,NO
standard_ad,215,1,NO
standard_ad,193,1,NO
standard_ad,167,1,NO
standard_ad,162,1,NO
standard_ad,163,1,NO
standard_ad,30 NOV 147,1,NO
standard_ad,113,1,NO
standard_ad,81,1,NO
standard_ad,82,1,NO
standard_ad,139,1,NO
standard_ad,74,1,NO
standard_ad,1 JAN 73,1,NO
standard_ad,21 OCT 29,1,NO
standard_ad,22,1,NO
standard_ad,1 JAN 263,1,NO
standard_ad,562,1,NO
standard_ad,799,1,NO
standard_ad,841,1,NO
standard_ad,28 MAR 1038,1,NO
standard_ad,21 MAY 942,1,NO
standard_ad,4 APR 1270,1,NO
standard_ad,20 APR 1344,1,NO
standard_ad,21 JUN 1391,1,NO
standard_ad,29 AUG 1435,1,NO
standard_ad,SEP 1435,1,NO
standard_ad,21 MAR 1460,1,NO
standard_ad,1439,1,NO
standard_ad,OCT 1385,1,NO
standard_ad,1 APR 1449,1,NO
standard_ad,4 APR 1476,1,NO
standard_ad,5 SEP 1551,1,NO
standard_ad,25 NOV 1472,1,NO
standard_ad,NOV 1572,1,NO
standard_ad,21 FEB 1522,1,NO
standard_ad,9 AUG 1589,1,NO
standard_ad,23 OCT 598,1,NO
standard_ad,27 JAN 661,1,NO
standard_ad,30 JAN 661,1,NO
standard_ad,442,1,NO
standard_ad,1544,1,NO
standard_ad,4 OCT 1571,1,NO
standard_ad,22 JAN 1524,1,NO
standard_ad,17 SEP 1538,1,NO
standard_ad,25 DEC 1486,1,NO
standard_ad,16 FEB 1530,1,NO
standard_ad,25 JUL 1494,1,NO
standard_ad,21 DEC 1526,1,NO
standard_ad,6 OCT 1611,1,NO
standard_ad,3 MAY 1553,1,NO
standard_ad,8 SEP 1616,1,NO
standard_ad,SEP 1554,1,NO
standard_ad,22 SEP 1554,1,NO
standard_ad,11 APR 1549,1,NO
standard_ad,AUG 1575,1,NO
standard_ad,21 MAY 1527,1,NO
standard_ad,11 JAN 1552,1,NO
standard_ad,MAR 1560,1,NO
standard_ad,8 APR 1671,1,NO
standard_ad,6 OCT 1567,1,NO
standard_ad,21 SEP 1523,1,NO
standard_ad,MAR 1583,1,NO
standard_ad,4 DEC 1630,1,NO
standard_ad,18 MAY 1589,1,NO
standard_ad,11 SEP 1663,1,NO
standard_ad,11 AUG 1601,1,NO
standard_ad,17 MAR 1525,1,NO
standard_ad,18 APR 1581,1,NO
standard_ad,1 AUG 1615,1,NO
standard_ad,28 MAR 1682,1,NO
standard_ad,22 NOV 1634,1,NO
standard_ad,5 APR 1560,1,NO
standard_ad,29 MAR 1618,1,NO
standard_ad,29 DEC 1586,1,NO
standard_ad,23 JUN 1622,1,NO
standard_ad,17 NOV 1643,1,NO
standard_ad,AUG 1539,1,NO
standard_ad,24 MAY 1576,1,NO
standard_ad,1554,1,NO
standard_ad,19 OCT 1593,1,NO
standard_ad,12 FEB 1576,1,NO
standard_ad,8 SEP 1567,1,NO
standard_ad,1527,1,NO
standard_ad,4 APR 1626,1,NO
standard_ad,8 NOV 1606,1,NO
standard_ad,20 OCT 1647,1,NO
standard_ad,1651,1,NO
standard_ad,1629,1,NO
standard_ad,1636,1,NO
standard_ad,23 JAN 1679,1,NO
standard_ad,20 FEB 1636,1,NO
standard_ad,3 AUG 1640,1,NO
standard_ad,NOV 1592,1,NO
standard_ad,1658,1,NO
standard_ad,11 FEB 1658,1,NO
standard_ad,31 DEC 1662,1,NO
standard_ad,12 FEB 1661,1,NO
standard_ad,1571,1,NO
standard_ad,1623,1,NO
standard_ad,8 JUL 1630,1,NO
standard_ad,21 JUN 1696,1,NO
standard_ad,1667,1,NO
standard_ad,1669,1,NO
standard_ad,21 JUN 1628,1,NO
standard_ad,13 JUN 1621,1,NO
standard_ad,29 JUN 1679,1,NO
standard_ad,24 OCT 1585,1,NO
standard_ad,7 DEC 1741,1,NO
standard_ad,21 JUL 1625,1,NO
standard_ad,16 FEB 1619,1,NO
standard_ad,23 JAN 1662,1,NO
standard_ad,20 APR 1623,1,NO
standard_ad,1687,1,NO
standard_ad,15 APR 1698,1,NO
standard_ad,4 JUN 1578,1,NO
standard_ad,28 JUL 1610,1,NO
standard_ad,27 JAN 1694,1,NO
standard_ad,15 DEC 1654,1,NO
standard_ad,1681,1,NO
standard_ad,8 FEB 1639,1,NO
standard_ad,APR 1590,1,NO
standard_ad,NOV 1646,1,NO
standard_ad,DEC 1654,1,NO
standard_ad,12 NOV 1646,1,NO
standard_ad,13 NOV 1646,1,NO
standard_ad,5 JUL 1668,1,NO
standard_ad,12 FEB 1688,1,NO
standard_ad,1721,1,NO
standard_ad,21 OCT 1719,1,NO
standard_ad,1665,1,NO
standard_ad,4 OCT 1588,1,NO
standard_ad,28 DEC 1639,1,NO
standard_ad,8 JUL 1641,1,NO
standard_ad,6 JAN 1554,1,NO
standard_ad,1663,1,NO
standard_ad,21 OCT 1663,1,NO
standard_ad,NOV 1565,1,NO
standard_ad,14 APR 1527,1,NO
standard_ad,28 JUN 1598,1,NO
standard_ad,26 FEB 1585,1,NO
standard_ad,11 FEB 1610,1,NO
standard_ad,20 NOV 1563,1,NO
standard_ad,24 NOV 1599,1,NO
standard_ad,APR 1559,1,NO
standard_ad,10 MAY 1647,1,NO
standard_ad,7 FEB 1705,1,NO
standard_ad,8 MAY 1588,1,NO
standard_ad,20 AUG 1580,1,NO
standard_ad,10 NOV 1630,1,NO
standard_ad,14 AUG 1683,1,NO
standard_ad,26 MAY 1695,1,NO
standard_ad,20 SEP 1697,1,NO
standard_ad,10 APR 1719,1,NO
standard_ad,8 JUL 1682,1,NO
standard_ad,1642,1,NO
standard_ad,1691,1,NO
standard_ad,1662,1,NO
standard_ad,8 AUG 1689,1,NO
standard_ad,23 JUN 1673,1,NO
standard_ad,13 SEP 100,1,NO
standard_ad,433,1,NO
standard_ad,418,1,NO
standard_ad,20 APR 570,1,NO
standard_ad,8 JUN 632,1,NO
standard_ad,27 JUL 604,1,NO
standard_ad,10 APR 605,1,NO
standard_ad,28 AUG 632,1,NO
standard_ad,29 AUG 632,1,NO
standard_ad,14 DEC 632,1,NO
standard_ad,1 MAR 625,1,NO
standard_ad,3 MAR 625,1,NO
standard_ad,4 FEB 627,1,NO
standard_ad,24 SEP 627,1,NO
standard_ad,17 MAY 647,1,NO
standard_ad,659,1,NO
standard_ad,581,1,NO
standard_ad,2 OCT 667,1,NO
standard_ad,11 OCT 680,1,NO
standard_ad,4 JAN 659,1,NO
standard_ad,6 JAN 659,1,NO
standard_ad,20 OCT 713,1,NO
standard_ad,21 OCT 713,1,NO
standard_ad,APR 680,1,NO
standard_ad,10 MAR 654,1,NO
standard_ad,549,1,NO
standard_ad,11 MAY 677,1,NO
standard_ad,747,1,NO
standard_ad,28 MAR 623,1,NO
standard_ad,22 MAR 625,1,NO
standard_ad,15 FEB 653,1,NO
standard_ad,SEP 625,1,NO
standard_ad,8 JUN 762,1,NO
standard_ad,6 JAN 824,1,NO
standard_ad,23 APR 702,1,NO
standard_ad,7 AUG 734,1,NO
standard_ad,APR 719,1,NO
standard_ad,FEB 766,1,NO
standard_ad,18 JUL 656,1,NO
standard_ad,SEP 629,1,NO
standard_ad,JAN 633,1,NO
