# Complete genealogy data for entities with Wikidata QIDs
qid,english_label,english_description,wikidata_ids,geni_ids,uuid_ids,genealogy_ids,fathers,mothers,children,spouses
Q17030,Matsudaira Sadayori,daimyo of Iyo-Matsuyama,Q11530401,,,,,,,
Q17034,Matsudaira Sadatsugu,,Q10729423,,,,,,,
Q17037,Tadayoshi Yamanouchi,,Q6584319,,,,,,,
Q17038,Nakagawa Hisamori,,Q11364745,,,,,,,
Q17040,Sakai Tadayuki,1599 - 14 Dec 1636,Q11644170,,,酒井-31,,,,
Q17042,Abe Shigetsugu,,Q10565473,,,,,,,
Q17043,Abe Sadataka,,Q10565406,,,,,,,
Q17044,Ikeda Tsunemoto,,Q11551882,,,,,,,
Q17048,Miura Tametoki,,Q11356501,,,,,,,
Q17052,Hanai Yoshinari,,Q11615115,,,,,,,
Q17055,Edo Michimasa,,Q11551120,,,,,,,
Q17060,Matsudaira Toshitsuna,,Q11530374,,,,,,,
Q17061,Matsudaira Masanobu,(1621-1693),Q11530477,,,松平-314,,,,
Q17062,Matsudaira Masatomo,"[松平正朝] hatamoto, Ōkochi-Matsudaira clan",Q11530487,,,,,,,
Q17071,Takenokoshi Masaharu,,Q11599414,,,,,,,
Q17072,Okudaira Sadakatsu,,Q11445786,,,,,,,
Q17077,Aoki Shigenori,,Q11661886,,,,,,,
Q17078,Aoki Toshinori,,Q11661639,,,,,,,
Q17079,Honda Masanobu,Military commander and daimyo in the service of Tokugawa Ieyasu,Q845447,,,,,,,
Q17081,Honda Masakatsu,[本多正勝] Samurai in the early Edo period; son of Honda Masazumi,Q10520860,,,,,,,
Q17084,Matsudaira Shigekatsu,daimyo,Q11530618,,,,,,,
Q17087,Kitsuno,concubine of Japanese daimyo Oda Nobunaga,Q4327464,,,生駒-2,,,,
Q17088,Tsuru-hime,wife of Nakagawa Hidemasa. daufhter of Oda Nobunaga,Q17216550,,,,,,,
Q17089,Fuyu-hime,daughter of Oda Nobunaga and Nohime. wife of Gamo Ujisato,Q10470236,,,,,,,
Q17090,Oda Nobukatsu,Japanese samurai of the Azuchi-Momoyama period,Q3044815,,,織田-73,,,,
Q17091,Oda Nobutaka,"samurai and member of Oda clan, third son of Oda Nobunaga",Q2614349,,,織田-76,,,,
Q17093,Oda Katsunaga,"Japanese samurai of the Sengoku period through early Azuchi-Momoyama Period, who was the fifth son of Oda Nobunaga",Q4220111,,,,,,,
Q17095,Ogasawara Hidemasa,(1569-1615),Q8192119,,,小笠原-2,,,,
Q17097,Ogasawara Tadanaga,(1595-1615),Q10856544,,,小笠原-3,,,,
Q17098,Ogasawara Tadazane,daimyo (1596-1667),Q7079842,,,小笠原-28,,,,
Q17099,Honda Tadamasa,daimyo who ruled the Kuwana Domain and then the Himeji Domain,Q3275929,,,,,,,
Q17100,Eijuin,,Q10518081,,,,,,,
Q17102,Kitabatake Chiyogozen,,Q109666270,,,,,,,
Q17103,Oda Nobutame,samurai of Uda-Matsuyama domain,Q11608317,,,,,,,
Q17104,Oda Nobuyoshi,daimyo of the early Edo period,Q11608327,,,織田-64,,,,
Q17105,Oda Takanaga,daimyo of the Edo period; 2nd lord of Uda-Matsuyama,Q11608471,,,織田-72,,,,
Q17106,Oda Yoshikatsu,son of Oda Nobukatsu,Q17210121,,,,,,,
Q17114,Takatsukasa Takako,Official Wife of Tokugawa Iemitsu (1602-1674),Q7140551,,,,,,,
Q17117,Omasa no kata,concubine of Tokugawa Iemitsu,Q11262426,,,,,,,
Q17118,Junsho-in,Concubine of Tokugawa Iemitsu,Q5362031,,,,,,,
Q17120,Jokoin,,Q10948512,,,,,,,
Q17123,Reisen'in,daughter of Tokugawa Iemitsu (1637-1699),Q7005290,,,徳川-83,,,,
Q17124,Tokugawa Ietsuna,Tokugawa shogun (1641-1680),Q323422,,,徳川-89,,,,
Q17125,Tokugawa Tsunashige,"daimyo of the early-Edo period, lord of Kofu. father of Shogun Tokugawa Ienobu",Q7004484,,,徳川-13,,,,
Q17126,Tokugawa Tsunayoshi,Japanese shogun,Q313745,,,徳川-70,,,,
Q17127,Tokugawa Tsurumatsu,,Q20041644,,,,,,,
Q17132,Hoshina Masayori,,Q11385895,,,,,,,
Q17133,Hoshina Masatsune,(1647-1681),Q11286854,,,保科-22,,,,
Q17137,Matsudaira Masakata,[松平正容] daimyo of the early to middle Edo period; 3rd lord of Aizu,Q11239143,,,保科-23,,,,
Q17138,Matsudaira Mitsunaga,daimyo of the early Edo period; lord of Takada,Q11104448,,,,,,,
Q17140,Renteiin,(1618-1671),Q7140443,,,松平-117,,,,
Q17141,Karasumaru Mitsuhiro,,Q11567199,,,,,,,
Q17142,Oda Ujiharu,Japanese warlord,Q7077213,,,,,,,
Q17143,Tsuda Nobumasu,,Q11556255,,,織田-52,,,,
Q17144,Miyoshi Nagatora,,Q23986581,,,,,,,
Q17146,Nagami Nagayori,,Q11550347,,,,,,,
Q17147,Nagami Nagayoshi,,Q11550346,,,,,,,
Q17148,Matsudaira Kanko,,Q108896894,,,,,,,
Q17150,Michihime,,Q108780970,,,,,,,
Q17152,Matsudaira Masakatsu,,Q11530468,,,,,,,
Q17153,Matsudaira Mitsumichi,daimyo of the early Edo period; lord of Fukui,Q11530368,,,,,,,
Q17154,Matsudaira Masachika,daimyo,Q6788037,,,,,,,
Q17158,Matsudaira Tsunataka,,Q11530562,,,,,,,
Q17160,Matsudaira Takamasa,daimyo of the early Edo period; 1st lord of Izumo-Mori,Q11530628,,,,,,,
Q17161,Matsudaira Naotaka,daimyo of the early and middle Edo period; 2nd lord of Izumo-Mori,Q11530514,,,,,,,
Q17164,Matsudaira Naonori,daimyo of the early and middle Edo period,Q399755,,,,,,,
Q17168,Tokugawa Tsunanari,daimyo,Q982743,,,I00523400;徳川-84,,,,
Q17169,Hirohata Tadayuki,,Q11485397,,,,,,,
Q17181,Matsudaira Yorikatsu,samurai of the middle Edo period; son of the lord of Saijo,Q11530664,,,松平-210,,,,
Q17182,Matsudaira Yorimichi,"[松平頼路] son of Matsudaira Yorizumi, the lord of Saijo",Q11530659,,,,,,,
Q17184,Matsudaira Yoritada,daimyo of the middle Edo period; 3rd lord of Saijo domain (1706-1738),Q11530642,,,,,,,
Q17185,Watanabe Yukitsuna,Japanese samurai,Q11562272,,,,,,,
Q17186,Ikeda Mitsunaka,(1630-1693),Q11551720,,,池田-7,,,,
Q17187,Ikeda Tsunakiyo,,Q11552098,,,,,,,
Q17189,Junson,,Q6606306,,,,,,,
Q17192,Tokugawa Tsunakata,samurai of the early Edo period (1648-1670),Q6997950,,,松平-115,,,,
Q17193,Tokugawa Tsunaeda,(1656-1718),Q6997897,,,松平-114,,,,
Q17194,Matsudaira Yoritoshi,"[松平頼侯] son of Matsudaira Yorishige, the lord of Takamatsu",Q11530629,,,松平-3,,,,
Q17195,Matsudaira Yoriyoshi,"[松平頼芳] son of Matsudaira Yorishige, the lord of Takamatsu",Q11530652,,,,,,,
Q17196,Konoe Chikako,,Q6997763,,,,,,,
Q17197,Matsudaira Yoritsune,daimyo of the early Edo period; 2nd lord of Takamatsu (1652-1704),Q11530633,,,,,,,
Q17200,Matsudaira Yorisada,[松平頼貞] daimyo of the middle Edo period; 1st lord of Moriyama,Q6638114,,,松平-57,,,,
Q17201,Honda Tadakuni,"daimyo in the early Edo period; lord of Yamato-Koriyama, Fukushima and Himeji",Q6637970,,,,,,,
Q17202,Matsudaira Yorikata,"[松平頼方] son of Matsudaira Yoritaka, the lord of Hitachi-Fuchu",Q6638093,,,,,,,
Q17203,Matsudaira Yoriyasu,[松平頼寧],Q6638494,,,,,,,
Q17204,Matsudaira Yoriyuki,[松平頼如] daimyo of the middle Edo period; 2nd lord of Hitachi-Fuchu,Q6638530,,,,,,,
Q17207,Maeda Tsunanori,Japanese daimyo of the early Edo period,Q841837,,,559989;前田-22,,,,
Q17209,Yamanobe Yoshikata,,Q11471085,,,,,,,
Q17210,Honda Masatoshi,Daimyo of Akashi and Mutsu-Okubo,Q8515533,,,,,,,
Q17212,Hosokawa Tsunatoshi,26 Feb 1643 - 18 Dec 1714,Q11605971,,,細川-36,,,,
Q17214,Okudaira Sadayoshi,,Q11445795,,,,,,,
Q17216,Bin-hime,,Q11331070,,,,,,,
Q17218,Okudaira Tadataka,,Q11445772,,,,,,,
Q17220,Matsudaira Tadahiro,daimyo of the early Edo period,Q11239138,,,,,,,
Q17221,Matsudaira Kiyomichi,,Q11530508,,,,,,,
Q17226,Ikeda Tsuneoki,daimyo,Q1036482,,,池田-13,,,,
Q17228,Ikeda Sen,Japanese female Samurai,Q16846524,,,池田-28,,,,
Q17229,Ikeda Motosuke,samurai,Q837166,,,池田-29,,,,
Q17230,Ikeda Nagayoshi,daimyo (1570-1614) ; 1st lord of Tottori,Q11552181,,,池田-30,,,,
Q17231,Ikeda Nagamasa,(1575-1607),Q11552186,,,池田-31,,,,
Q17233,Ikeda Toshitaka,(1584-1616),Q11551736,,,池田-24,,,,
Q17234,Ikeda Masatora,,Q11551934,,,,,,,
Q17235,Ikeda Toshimasa,,Q11551734,,,,,,,
Q17236,Princess Miho,Japanese princess,Q11354388,,,,,,,
Q17237,Ikeda Nakamasa,,Q11551695,,,,,,,
Q17240,Ikeda Masanao,,Q11551926,,,,,,,
Q17241,Ikeda Masatake,,Q6529278,,,,,,,
Q17243,Ikeda Masanari,,Q6529371,,,,,,,
Q17244,Ikeda Takenori,,Q11551987,,,,,,,
Q17247,Date Mitsumune,,Q11380696,,,,,,,
Q17248,Ikeda Masatane,,Q6529295,,,,,,,
Q17253,Asano Tsunaakira,Lord of Hiroshima Domain (1637-1673),Q2866311,,,浅野-12,,,,
Q17256,Asano Naganao,,Q11557428,,,,,,,
Q17257,Asano Nagateru,,Q11557432,,,,,,,
Q17259,Bessho Shigemune,,Q11396808,,,,,,,
Q17260,Fukushima Masanori,daimyo who served as lord of the Hiroshima Domain,Q1194995,,,,,,,
Q17261,Tsugaru Tamenobu,Japanese Daimyo,Q909029,,,,,,,
Q17262,Tatsu-hime,daughter of Ishida Mitsunari,Q11637854,,,,,,,
Q17263,Tsugaru Tamemori,,Q11556423,,,,,,,
Q17264,Tsugaru Nobuyoshi,Japanese Daimyo (1619-1655),Q838192,,,,,,,
Q17268,Matsudaira Yasuteru,,Q10791077,,,,,,,
Q17269,Matsudaira Yasumasa,,Q10791066,,,,,,,
Q17273,Matsudaira Yasunori,,Q128865510,,,,,,,
Q17275,Ii Naochika,samurai who served the Imagawa clan,Q5994890,,,,,,,
Q17276,Hiyo Okuyama,,Q28690189,,,,,,,
Q17277,Ii Naotaka,daimyo who served under the Tokugawa shogunate,Q877175,,,,,,,
Q17280,Date Munetoki,,Q11380723,,,,,,,
Q17281,Ujiyori Oomori,,Q11436379,,,,,,,
Q17289,Nagao Tadakage,,Q3390342,,,,,,,
Q17293,Nagao Kageharu,,Q247926,,,,,,,
Q17303,Sena Kazuhide,samurai of the late-Muromachi period,Q11566393,,,,,,,
Q17305,Isshiki Yoshimichi,daimyo,Q6088226,,,,,,,
Q17307,Miyoshino,,Q11560258,,,,,,,
Q17308,Inaba Yoshimichi,samurai,Q6013318,,,,,,,
Q17316,Rokkaku Yoshikata,daimyo,Q282529,,,,,,,
Q17317,Toki Yoritsugu,,Q11423414,,,,,,,
Q17319,Toki Yorimoto,,Q11423406,,,,,,,
Q17321,Toki Yorizumi,,Q11423418,,,,,,,
Q17322,Akechi Mitsutsuna,samurai,Q4700561,,,,,,,
Q17324,Omaki no Kata,Japanese woman,Q109918523,,,,,,,
Q17327,Yutsumaki,,Q60986016,,,,,,,
Q17328,Tsumaki Hiroko,(1550-1576),Q11447199,,,妻木-1,,,,
Q17329,Akechi Mitsuyoshi,Japanese Samurai,Q4700562,,,明智-2,,,,
Q17330,Hosokawa Gracia,member of the Akechi family during the Sengoku period,Q256864,,,明智-1,,,,
Q17334,Oda Hideko,,Q11608404,,,,,,,
Q17340,Akechi Mitsuyasu,,Q114342506,,,,,,,
Q17344,Takeda Nobunaga,,Q6639996,,,,,,,
Q17346,Takeda Mototsuna,,Q11546124,,,,,,,
Q17347,Takeda Nobuhide,,Q11546102,,,,,,,
Q17348,Takeda Nobukata,,Q11546114,,,,,,,
Q17349,Nihonmatsu Murakuni,Japanese military commander,Q11371631,,,,,,,
Q17351,Hatakeyama Yoshiari,,Q17229776,,,,,,,
Q17352,Hatakeyama Yoshinari,Japanese samurai,Q11578676,,,,,,,
Q17353,Hatakeyama Masanaga,Daimyo of the Hatakeyama clan,Q5680891,,,,,,,
Q17354,Hatakeyama Masahisa,,Q11578640,,,,,,,
Q17355,Shimazu Kunihisa,,Q11162389,,,,,,,
Q17356,Shimazu Tomohisa,,Q11245032,,,,,,,
Q17357,Shimazu Tatsuhisa,,Q11245262,,,,,,,
Q17358,Shimazu Hisayasu,,Q11246255,,,,,,,
Q17364,Kazan'in Mochitada,,Q11615304,,,,,,,
Q17367,Ozuki no Chinobu,,Q108716775,,,,,,,
Q17368,Maeno Tokimasa,Japanese military commander,Q108781653,,,,,,,
Q17372,Satake Yoshisato,,Q11383476,,,,,,,
Q17373,Satake Sukeyoshi,,Q11383411,,,,,,,
Q17374,Satake Yoshimori,,Q11383456,,,,,,,
Q17377,Konoe Seiben,,Q123406243,,,,,,,
Q17384,Ojama Jasutomo,,Q11459910,,,,,,,
Q17386,Hino Satoko,,Q111357011,,,,,,,
Q17387,Go-Tsuchimikado,emperor of Japan,Q380623,6000000011627118319,,485519;I00523425;Go-tsuchimikado-tennō_後土御門天皇-1,,,,
Q17401,Niki Mitsunaga,samurai lord,Q11376399,,,,,,,
Q17404,Hosokawa Masauji,,Q109362095,,,,,,,
Q17412,Hosokawa Shigeyuki,,Q11605893,,,,,,,
Q17413,Saionji Kinfuji,,Q7223250,,,808520,,,,
Q17416,Kushihashi Koresada,,Q17228328,,,,,,,
Q17417,Kodera Norimoto,,Q17216220,,,,,,,
Q17418,Kodera Masamoto,daimyo,Q11459736,,,,,,,
Q17429,Matsudaira Chikauji,samurai of the early Muromachi period; ancester of Tokugawa Ieyasu,Q11239169,,,,,,,
Q17432,Suketou Karasumaru,,Q11567204,,,,,,,
Q17436,Machi Hiromitsu,,Q11578238,,,,,,,
Q17445,Settsu no Takachika,,Q20040954,,,,,,,
Q17450,Tamemitsu Reizei,(1559-1619),Q11395359,,,806459;冷泉-4,,,,
Q17453,Tokudaiji Kintane,,Q11489575,,,,,,,
Q17454,Hino Uchimitsu,,Q17225176,,,,,,,
Q17455,Hosokawa Noriharu,shugo daimyo in the middle of the Muromachi period. 3rd generation of the Hosokawa Yashu family. Mamoru Shimono,Q17230241,,,,,,,
Q17456,Hosokawa Masaharu,,Q11605902,,,,,,,
Q17458,Koga Toyomichi,,Q27920526,,,,,,,
Q17473,Go-Nara,emperor of Japan,Q349467,6000000011626574081,,485507;I00523384;Go-Nara-tennō_後奈良天皇-1,,,,
Q17474,Hino Katsumitsu,,Q11510569,,,,,,,
Q17481,Hino Shigemasa,,Q11510656,,,,,,,
Q17483,Akamatsu Sadamura,,Q11635730,,,,,,,
Q17484,Shoun-in,,Q28413816,,,,,,,
Q17486,Hino Ako,,Q28413810,,,,,,,
Q17488,Ashikaga Yoshitsuna,samurai,Q4805077,,,994340,,,,
Q17597,Hori Chikamasa,,Q11427759,,,,,,,
Q17598,Horio Yasunaga,,Q119923203,,,,,,,
Q17628,Gusu,King of Korean Baekje from 214 to 234,Q497432,6000000012927543862,,,,,,
Q17629,Saban,Korean Baekje dynasty king during 234,Q497460,,,,,,,
Q17630,Buyeo Ubok,4th century Korean Baekje royal prince,Q16184938,,,,,,,
Q17632,Kim Soo-ryu,,Q28517179,,,,,,,
Q17633,Beolhyu of Silla,king of Silla (r. 184–196),Q496592,,,,,,,
Q17634,Jima of Silla,King of the Korean Silla dynasty from 112 to 134,Q494883,,,,,,,
Q17635,Phu nhân Aelye,,Q84363404,,,,,,,
Q17636,Naeryo Park,noblewoman,Q28501892,,,,,,,
Q17637,Seok Seonghwa,,Q28777920,,,,,,,
Q17638,Q84764622,,Q84764622,,,,,,,
Q17639,Wonseong of Silla,King of Silla,Q485591,,,,,,,
Q17640,Queen Changchang,,Q16167397,,,,,,,
Q17641,Queen Wi,,Q84688387,,,,,,,
Q17642,Jwaji of Geumgwan Gaya,ruler of Gaya,Q490888,,,,,,,
Q17644,Li Bing,official of Northern Zhou (Chinese Northern dynasties period); father of Emperor Gaozu of Tang,Q4308625,6000000074766890200,,I00428295,,,,
Q17645,Dugu,noblewoman; mother of Emperor Gaozu of Tang,Q4308657,,,I00428296,,,,
Q17647,Li Cheng,older brother of Emperor Gaozu of Tang,Q11097327,,,,,,,
Q17648,Li Zhan,older brother of Emperor Gaozu of Tang,Q11097298,6000000075395524260,,,,,,
Q17649,Princess Tong'an,full-sister of Emperor Gaozu of Tang,Q10917554,,,,,,,
Q17650,Dou,"noblewoman; wife of Li Yuan, later Emperor Gaozu of Tang; CBDB ID=135646",Q4308218,,,I00428298,,,,
Q17651,Yang-zhi,Chinese imperial concubine,Q15903178,,,,,,,
Q17652,Wan-guifei,concubine of emperor Gaozu,Q8251363,,,,,,,
Q17653,Consort Yin,concubine (defei) of Emperor Gaozu of Tang,Q8262885,,,,,,,
Q17654,Consort Yuwen,concubine of emperor Gaozu,Q8251530,,,,,,,
Q17655,Mo Lifang,concubine of emperor Gaozu,Q16076737,,,,,,,
Q17656,Cui Shanggui,concubine of emperor Gaozu,Q8251601,,,,,,,
Q17657,Consort Zhang,concubine (jiéyú) of Emperor Gaozu of Tang,Q8251583,,,,,,,
Q17658,Xue Jieyu,concubine of emperor Gaozu,Q18118144,,,,,,,
Q17659,Dou Shi,wife of Li Yuan,Q65801414,6000000075368567836,,,,,,
Q17660,Empress Zhangsun,"Chinese writer, wife of Li Shimin; 女﹐又名長孙皇后﹐長安人(今陝西西安)。相關材料: 著有 女則十篇。新唐書藝文志﹐舊唐書皇后傳﹐蘭閨寶錄﹐古今女史﹐名媛彙詩﹐名媛詩歸有著錄。",Q1152149,6000000002188099945,,I00428300,,,,
Q17661,Wei Guifei,Tang dynasty person CBDB = 149099,Q8251352,,,,,,,
Q17662,Consort Yang,concubine of Emperor Taizong of Tang,Q8262893,,,,,,,
Q17663,Yan Defei,,Q8251489,6000000017553391422,,,,,,
Q17665,Yin Fei,,Q8251514,,,,,,,
Q17666,"Nest King, Yang",,Q8251456,,,,,,,
Q17667,Lady Wang,,Q8251372,,,,,,,
Q17668,Xu Hui,Poet and consort to Emperor Taizong of Tang. Chinese woman poet in Tang Dynasty. CBDB ID = 31067,Q855999,6000000075326779991,,,,,,
Q17669,Li Chengqian,Chinese prince,Q699664,6000000075061575830,,,,,,
Q17670,Li Kuan,Tang Dynasty prince,Q4308808,,,,,,,
Q17671,Li Ke,Chinese imperial prince,Q701556,6000000075334853990,,,,,,
Q17672,Li Tai,Chinese prince,Q703328,6000000075061158005,,,,,,
Q17673,Li You,Tang Dynasty prince,Q4308867,,,,,,,
Q17674,Li Yin,Tang Dynasty prince,Q4308980,,,,,,,
Q17675,Li Yun,Tang Dynasty prince,Q4309009,6000000075061358857,,,,,,
Q17676,Li Zhen,son of Emperor Taizong of Tang,Q4307810,,,,,,,
Q17677,Emperor Gaozong of Tang,Emperor of the Tang Dynasty (628-683) (r. 649-683),Q9703,6000000074767088371,,I00428301,,,,
Q17678,Li Shen,Tang dynasty person CBDB = 188262,Q4309050,6000000017554354336,,,,,,
Q17679,Li Xiao,,Q4309077,,,,,,,
Q17680,Li Jian,son of Emperor Taizong of Tang,Q4309087,,,,,,,
Q17681,Li Fu,son of Emperor Taizong of Tang and Consort Yang,Q4309099,,,,,,,
Q17682,Li Ming,Tang dynasty person CBDB = 13882,Q4309120,6000000075335079035,,,,,,
Q17683,Princess Xiangcheng,princess of the Tang dynasty (died 651),Q4309207,,,,,,,
Q17684,Princess Runan,tang dynasty princess (died 636),Q4309884,,,,,,,
Q17685,Princess Nanping,,Q4309898,,,,,,,
Q17686,Princess Sui'an,,Q4309903,,,,,,,
Q17687,Li Lize,Princess Changle,Q4309910,6000000075061642823;6000000002188101037,,,,,,
Q17688,Princess Yuzhang,,Q4309916,,,,,,,
Q17689,Princess Baling,,Q4309922,,,,,,,
Q17690,Princess Pu'an,daughter of Emperor Taizong of Tang,Q4309933,,,,,,,
Q17691,Princess Dongyang,,Q4309944,,,,,,,
Q17692,Li Mengjiang,Tang dynasty person CBDB = 139803,Q4309963,6000000017554351446,,,,,,
Q17693,Li Jing,Princess Qinghe,Q4309969,,,,,,,
Q17694,Li Shu,Princess Lanling,Q4309987,,,,,,,
Q17695,Princess Jin'an,,Q4310027,,,,,,,
Q17696,Princess Ankang,,Q4310040,,,,,,,
Q17697,Princess Xinxing,,Q4310055,,,,,,,
Q17698,Princess Chengyang,,Q4310073,,,,,,,
Q17699,Princess Gaoyang,Tang dynasty princess,Q4310081,,,,,,,
Q17700,Princess Jinshan,daughter of the Emperor Taizong of Tang,Q4310088,,,,,,,
Q17701,Li Mingda,Princess Jinyang,Q4310095,,,,,,,
Q17702,Princess Changshan,daughter of Emperor Taizong of Tang,Q4310103,,,,,,,
Q17703,Princess Xincheng,"princess of tang dynasty, born 634",Q4310113,,,,,,,
Q17704,Princess Zhao,wife of Emperor Zhongzong of Tang,Q8255026,,,,,,,
Q17705,Chai Shao,military leader,Q5067754,,,,,,,
Q17706,Chai Zhewei,,Q10350884,,,,,,,
Q17707,Chai Lingwu,,Q11110091,,,,,,,
Q17708,Q48890506,,Q48890506,,,,,,,
Q17709,Dou Fengjie,Tang dynasty person CBDB = 172210,Q45479691,,,,,,,
Q17710,Zhao Cijing,Tang dynasty person CBDB = 31173,Q45419224,6000000075344186904,,,,,,
Q17711,Zhao Jie,Tang dynasty person CBDB = 31174,Q16260285,6000000075344318821,,,,,,
Q17712,Cui Gongli,Tang dynasty person CBDB = 32289,Q45421261,6000000075344403932,,,,,,
Q17713,Ashina She'er,Tang dynasty general,Q10564930,,,,,,,
Q17714,Doulu Zhensong,"person, CBDB = 153457",Q22813910,,,,,,,
Q17715,Duan Lun,Tang dynasty person CBDB = 162035,Q11125555,,,,,,,
Q17716,Duan Yan,"person, CBDB = 146789",Q24836638,,,,,,,
Q17717,Duan Jianbi,Tang dynasty person CBDB = 142413,Q24836697,,,,,,,
Q17718,Li Xun,Tang dynasty person CBDB = 187946,Q45471917,6000000075060579018,,,,,,
Q17720,Li Shi,daughter of Li Yuan Ji,Q65802743,,,,,,,
Q17721,Li Dan,Tang dynasty person CBDB = 188058,Q45477921,6000000075060849902,,,,,,
Q17722,Li Zhao,Tang dynasty person CBDB = 188062,Q45478206,6000000075061066881,,,,,,
Q17723,Q133447392,,Q133447392,6000000129802084916,,,,,,
Q17724,Li Zhuan,Tang dynasty person CBDB = 31304,Q16260451,6000000075060617034,,,,,,
Q17725,Li Ne,Tang dynasty person CBDB=142921,Q45599462,,,,,,,
Q17727,Li Youqi,Tang dynasty person CBDB = 188234,Q45489131,6000000075061260868,,,,,,
Q17728,Li Youbi,Tang dynasty person CBDB = 188235,Q45489195,6000000075061296850,,,,,,
Q17729,Li Youyu,Tang dynasty person CBDB = 188236,Q45489257,6000000075061023033,,,,,,
Q17730,Li Youyao,Tang dynasty person CBDB = 188237,Q45489322,6000000075060436164,,,,,,
Q17731,Li Youqu,Tang dynasty person CBDB = 188238,Q45489388,6000000075061286853,,,,,,
Q17732,Li Youzhen,Tang dynasty person CBDB = 188241,Q45489578,6000000075061292860,,,,,,
Q17733,Li Youwan,Tang dynasty person CBDB = 188242,Q45489642,6000000075061224852,,,,,,
Q17734,Li Youxu,Tang dynasty person CBDB = 188243,Q45489705,6000000075060617130,,,,,,
Q17736,Li Youkun,Tang dynasty person CBDB = 188245,Q45489835,6000000075060939028,,,,,,
Q17737,Li Youting,Tang dynasty person CBDB = 188246,Q45489901,6000000075061214870,,,,,,
Q17738,Li Youzhuan,Tang dynasty person CBDB = 188247,Q45489963,6000000075060943948,,,,,,
Q17739,Li Youcong,Tang dynasty person CBDB = 188248,Q45490026,6000000075061218887,,,,,,
Q17741,Li Youfu,Tang dynasty person CBDB=188251,Q45490153,6000000075061050977,,,,,,
Q17742,Li Youju,Tang dynasty person CBDB = 188252,Q45490218,6000000075061340834,,,,,,
Q17746,Li Liang,Tang dynasty person CBDB = 188029,Q45476198,6000000075061163822,,,,,,
Q17747,Li Xu,Tang dynasty person CBDB = 188031,Q45476325,6000000075060840955,,,,,,
Q17748,Li Mi,Tang dynasty person CBDB = 188032,Q45476390,6000000075061168821,,,,,,
Q17750,Li ??,Tang dynasty person CBDB = 188038,Q45476709,6000000075060850990,,,,,,
Q17752,Li Lin,Tang dynasty person CBDB = 33482,Q45424433,6000000075060950856,,,,,,
Q17753,Li Zhuo,Tang dynasty person CBDB = 188072,Q45478855,6000000075060690066,,,,,,
Q17754,Li Jiao,Tang dynasty person CBDB = 188073,Q45478920,6000000075060133134,,,,,,
Q17755,Li Xin,Tang dynasty person CBDB = 188217,Q45488113,6000000075061226849,,,,,,
Q17756,Li Hao,Tang dynasty person CBDB = 188218,Q45488177,6000000075061227841,,,,,,
Q17757,Li Gui,Tang dynasty person CBDB = 188219,Q45488240,6000000075061168881,,,,,,
Q17758,Li Huang,Tang dynasty person CBDB = 188225,Q45488620,6000000075061178874,,,,,,
Q17759,Li Xian,Tang dynasty person CBDB = 188227,Q45488748,6000000075060921966,,,,,,
Q17760,Li Mao,Tang dynasty person CBDB = 187930,Q30924023,6000000075061069836,,,,,,
Q17761,Li Fan,Tang dynasty person CBDB = 187934,Q45471353,6000000075060390119,,,,,,
Q17766,Li Chun,Tang dynasty person CBDB = 187996,Q45474485,6000000075060612019,,,,,,
Q17767,Li Chao,Tang dynasty person CBDB = 187998,Q45474610,6000000075061079838,,,,,,
Q17768,Li Gang,Tang dynasty person CBDB = 188000,Q45474739,6000000075061153821,,,,,,
Q17771,Li Chengzong,,Q16075506,,,,,,,
Q17772,Li Wanshun,Tang dynasty person CBDB = 142513,Q11095932,6000000131468975893,,,,,,
Q17773,Li Chengdao,,Q16075508,,,,,,,
Q17774,Li Ai,Tang dynasty person CBDB = 188065,Q10338468,6000000075061063879,,,,,,
Q17776,Liu Dewei,Tang dynasty person CBDB = 16630,Q10899765,6000000075345603283,,,,,,
Q17778,Li Che,Tang dynasty person CBDB = 33066,Q45422697,6000000075060895920,,,,,,
Q17779,Li Boqian,Tang dynasty person CBDB = 188020,Q45475630,6000000075060473128,,,,,,
Q17780,Li ?,Tang dynasty person CBDB = 188006,Q45474993,6000000075060745991,,,,,,
Q17781,Yang Shi,mother of Li Ji,Q65808461,,,,,,,
Q17782,Li Tongzheng,Tang dynasty person CBDB=185370,Q45627709,6000000075061085833,,,,,,
Q17783,Li Tongchen,Tang dynasty person CBDB = 166407,Q45449182,6000000075059151234,,,,,,
Q17784,Li Tongshi,Tang dynasty person CBDB = 166408,Q45449244,6000000075060932866,,,,,,
Q17785,Li Tongzan,Tang dynasty person CBDB = 166409,Q45449309,6000000075060497067,,,,,,
Q17786,Li Tongxuan,Tang dynasty person CBDB = 166410,Q45449371,6000000075060930890,,,,,,
Q17787,Li Tonghang,Tang dynasty person CBDB = 166411,Q45449436,6000000075060804899,,,,,,
Q17788,Li Tongwen,Tang dynasty person CBDB = 166412,Q45449498,6000000075060724922,,,,,,
Q17789,Li Tongtai,Tang dynasty person CBDB = 166413,Q45449561,6000000075061069827,,,,,,
Q17790,Li Tongbin,Tang dynasty person CBDB = 166414,Q45449626,6000000075060389065,,,,,,
Q17793,Haji no Adakatsu,,Q97613640,,,,,,,
Q17801,Shinozuka Shigehiro,,Q11603659,,,,,,,
Q17813,Yoshiatsu Miura,,Q11356536,,,,,,,
