id,translation,label_en
Q22007, Tokusō-in (Wife of Abe Masaoki), De Xiang Yuan (a Bu Zheng Xing Nozheng Shi)
Q22008, Daughter of Abe Masazane (wife of Toda Mitsukuni), A Bu Zheng Zhen Noniang (hu Tian Guang Bang Nozheng Shi)
Q22013, Daughter of Akiyama Torashige (wife of Akiyama Masaaki), Qiu Shan Hu Fan Noniang (qiu Shan Chang Quan Noqi)
Q22024, Ryusen-in (11th daughter of Itakura Shigemune), Long Quan Yuan (ban Cang Zhong Zong Noshi Yi Nu)
Q22033, Daughter of Honda Yasuyoshi (wife of Honda Yasufumi), Ben Duo Kang Qing Noniang (ben Duo Kang Wen Nozheng Shi)
Q22062, Ogasawara Nagataka (Shinano Ogasawara clan), Xiao Li Yuan Chang Long (xin Nong Xiao Li Yuan Shi)
Q22065, Jikoin (wife of Hasegawa Iemasa), Ci Guang Yuan (feng Xu He Jia Zheng Nozheng Shi)
Q22076, Daughter of Inagaki Shigetsuna (wife of Sanada Nobumasa), Dao Yuan Zhong Gang Noniang (zhen Tian Xin Zheng Nozheng Shi)
Q22079, Daughter of Sanada Nobumasa (wife of Toyama Masaaki), Zhen Tian Xin Zheng Noniang (yuan Shan Zheng Liang Nozheng Shi)
Q22080, Daughter of Sanada Nobumasa (second wife of Koide Arishige), Zhen Tian Xin Zheng Noniang (xiao Chu You Zhong Noji Shi)
Q22081, Daughter of Sanada Nobumasa (wife of Toki Yorinaga), Zhen Tian Xin Zheng Noniang (tu Qi Lai Chang Nozheng Shi)
Q22089, daughter of Yasutomi Tokuen (wife of Arima Yoshisada), An Fu De Yuan Noniang (you Ma Yi Zhen Nozheng Shi)
Q22167, daughter of Kuzuoka Genchu (wife of Nishinotoin Tokiyoshi), Ge Gang Xuan Zhong Noniang (xi Dong Yuan Shi Qing Nozheng Shi)
Q22171, daughter of Takakura Eisuke (wife of Minase Ujinari), Gao Cang Yong Xiang Noniang (shui Wu Lai Shi Cheng Noqi)
Q22173, daughter of Minase Ujinari (wife of Kanroji Tsugunaga), Shui Wu Lai Shi Cheng Noniang (gan Lu Si Si Chang Noqi)
Q22176, daughter of Matsudaira Noriyoshi (wife of Masuyama Masatoshi), Song Ping Cheng Shou Noniang (zeng Shan Zheng Li Nozheng Shi)
Q22183, Daughter of Hotta Masamoto (wife of Shirasu Masayasu), Ku Tian Zheng Yuan Noniang (bai Xu Zheng Xiu Noqi)
Q22186, Daughter of Seikanji Hisafusa (wife of Kanshuji Yintaka), Qing Xian Si Xi Fang Noniang (quan Xiu Si Yin Long Noqi)
Q22193, Daughter of Karasuma Mitsuyasu (wife of Hirohashi Kunimitsu), Wu Wan Guang Kang Noniang (guang Qiao Guo Guang Noqi)
Q22194, Daughter of Karasuma Mitsuyasu (wife of Masayoshimachi Suehide), Wu Wan Guang Kang Noniang (zheng Qin Ting Ji Xiu Nozheng Shi)
Q22195, Daughter of Karasuma Mitsuyasu (wife of Gojo Tametomo), Wu Wan Guang Kang Noniang (wu Tiao Wei Jing Noqi)
Q22196, daughter of Karasuma Mitsuyasu (wife of Hirohashi Kanekatsu), Wu Wan Guang Kang Noniang (guang Qiao Jian Sheng Noqi)
Q22197, daughter of Murakami Yorikatsu (wife of Toda Naiki later wife of Oda Tadatsune), Cun Shang Lai Sheng Noniang (hu Tian Nei Ji Nozheng Shi Nochizhi Tian Zhong Chen Noqi)
Q22198, daughter of Seikanji Kyobo (wife of Karasuma Sukeyoshi), Qing Xian Si Gong Fang Noniang (wu Wan Zi Qing Nozheng Shi)
Q22200, daughter of Karasuma Sukeyoshi (wife of Shichijo Takatoyo), Wu Wan Zi Qing Noniang (qi Tiao Long Li Noqi)
Q22201, daughter of Inaba Kagemichi (Wife of Uramatsu Sukekiyo), Dao Xie Jing Tong Noniang (Li Song Zi Qing Noqi)
Q22214, Daughter of Sanjonishi Kinkatsu (Wife of Hirohashi Suimitsu), San Tiao Xi Gong Sheng Noniang (Guang Qiao Sui Guang Noqi)
Q22221, Adopted daughter of Naito Tadaoki (Wife of Suwa Tadaharu), Nei Teng Zhong Xing Noyang Nu (Zou Fang Zhong Qing Nozheng Shi)
Q22231, Daughter of Mori Nagatsugu (Wife of Torii Tadanori), Sen Chang Ji Noniang (Niao Ju Zhong Ze Nozheng Shi)
Q22233, Daughter of Mori Nagatsugu (Wife of Matsudaira Yasuo), Sen Chang Ji Noniang (Song Ping Kang Xiong Nozheng Shi)
Q22239, Full-time (Monk), Chang Qin (Seng )
Q22243, Meikyoin (wife of Satake Yoshimichi), Ming Jing Yuan (zuo Zhu Yi Dao Nozheng Shi)
Q22287, Shozenin (concubine of Date Munemura), Xing Shan Yuan (yi Da Zong Cun Ce Shi)
Q22291, Murakami clan (concubine of Ikeda Shigehiro), Cun Shang Shi (chi Tian Zhong Kuan Noce Shi)
Q22301, Matsudaira Tadamasa's daughter (wife of Matsudaira Takemoto), Song Ping Zhong Ya Noniang (song Ping Wu Yuan Nozheng Shi)
Q22302, Matsudaira Tadamasa's daughter (wife of Sanada Yukiaki), Song Ping Zhong Ya Noniang (zhen Tian Xing Quan Nozheng Shi)
Q22303, Kosoin (wife of Mori Masanae), Guang Xiang Yuan (Mao Li Zheng Miao Nozheng Shi)
Q22308, Shishido Motoie (the legitimate son of Shishido Motogen), Rou Hu Yuan Jia (rou Hu Yuan Yuan Nodi Zi)
Q22309, Yamauchi Naomichi's daughter (the wife of Shishido Motoie the wife of Ma Lai Jinggang), Shan Nei Zhi Tong Noniang (rou Hu Yuan Jia Noqi Ma Lai Cheng Gang Noqi)
Q22315, Sasey Motoyoshi's daughter (the wife of Shishido Motomasa), Zuo Shi Yuan Jia Noniang (rou Hu Yuan Zhen Noqi)
Q22316, Musa (the wet nurse of Tokugawa Yorifusa), Wu Zuo (de Chuan Lai Fang Ru Mu)
Q22317, Miki Yukitsugu's daughter (the wife of Shigenoi Tokiyoshi), San Mu Zhi Ci Noniang (zi Ye Jing Ji Ji Noqi)
Q22318, daughter of Miki Yukitsugu (wife of Ito Tomoharu), San Mu Zhi Ci Noniang (yi Teng You Xuan Noqi)
Q22319, daughter of Horikawa Yasutane (wife of Higuchi Nobuyasu), Ku He Kang Yin Noniang (tong Kou Xin Kang Nozheng Shi)
Q22329, daughter of Honda Yasuyoshi (wife of Soma Takatane), Ben Duo Kang Qing Noniang (xiang Ma Zun Yin Nozheng Shi)
Q22347, Seikoin (wife of Mori Hirotoyo), Qing Guang Yuan (mao Li Guang Li Noqi)
Q22362, daughter of Honda Tadamichi (wife of Honda Tadahide later wife of Yoshida Yoshinobu), Ben Duo Zhong Tong Noniang (ben Duo Zhong Ying Nozheng) Shi Nochiji Tian Liang Yan Noqi)
Q22363, Princess Kame (wife of Hosokawa Toshishige), Gui Ji (xi Chuan Li Zhong Nozheng Shi)
Q22365, Seiryoin (wife of Hosokawa Aritaka), Qing Liang Yuan (xi Chuan You Xiao Nozheng Shi)
Q22366, Adopted daughter of Hosokawa Tsunatoshi (wife of Kuga Koremichi), Xi Chuan Gang Li Noyang Nu (jiu Wo Wei Tong Noqi)
Q22368, Daughter of Okudaira Masaaki (wife of Akimoto Takafusa), Ao Ping Chang Zhang Noniang (qiu Yuan Qiao Fang Nozheng Shi)
Q22376, Daughter of Horio Yoshiharu (wife of Ishikawa Tadatsugu), Ku Wei Ji Qing Noniang (shi Chuan Zhong Zong Nozheng Shi) )
Q22377, daughter of Maeda Gen'i (second wife of Ishikawa Tadamasa), Qian Tian Xuan Yi Noniang (shi Chuan Zhong Zong Noji Shi)
Q22388, Matsunaga Hisahide's eldest daughter (wife of Ise Sadara), Song Yong Jiu Xiu Nochang Nu (yi Shi Zhen Liang Noqi)
Q22398, Seijuin (second wife of Iki Tadatsugu), Sheng Shou Yuan (yi Mu Zhong Ci Noji Shi)
Q22401, Asahina clan (wife of Ikeda Naganobu), Zhao Bi Nai Shi (chi Tian Chang Xin Noqi)
Q22416, Kato Yasuyoshi's daughter (lawful wife of Ikeda Nagahisa), Jia Teng Tai Yi Noniang (chi Tian Chang Jiu Nozheng Shi)
Q22417, Ikeda Nagataka (Katagiri Ikeda family), Chi Tian Chang Qiao (pian Tong Chi Tian Jia)
Q22424, Sakuma Katsuyuki's daughter (Akizuki Taneharu's wife), Zuo Jiu Jian Sheng Zhi Noniang (qiu Yue Zhong Chun Nozheng Shi)
Q22425, Seishoin (Tachibana Tanetsugu's wife), Qing Zhang Yuan (li Hua Zhong Ci Nozheng Shi)
Q22426, Sakuma Katsuyuki's daughter (Yamaguchi Shigetsune's wife), Zuo Jiu Jian Sheng Zhi Noniang (shan Kou Zhong Heng Noqi)
Q22427, Sakuma Katsuyuki's daughter (Okada Yoshimasa's wife), Zuo Jiu Jian Sheng Zhi Noniang (gang Tian Shan Zheng Nozheng Shi)
Q22428, Sakuma Katsuyuki's daughter (Shibata Katsushige's second wife), Zuo Jiu Jian Sheng Zhi Noniang (chai Tian Sheng Zhong Noji Shi) )
Q22434, Tōdō Takayoshi (Tōdō Takumi family), Teng Tang Gao Yi (teng Tang Nei Jiang Jia)
Q22435, Daughter of Nishinotoin Tokiyoshi (wife of Anenokoji Kinkage), Xi Dong Yuan Shi Qing Noniang (zi Xiao Lu Gong Jing Noqi)
Q22447, Song Yun Yuan (wife of Takahashi Shōun), Song Yun Yuan (gao Qiao Shao Yun Nozheng Shi)
Q22454, Daughter of Tōdō Tadataka (wife of Tōdō Torataka), Teng Tang Zhong Gao Noniang (teng Tang Hu Gao Nozheng Shi)
Q22455, Daughter of Miyazaki Ichirōzaemon (concubine of Tōdō Torataka), Gong Qi Yi Lang Zuo Wei Men Noniang (teng Tang Hu Gao Noce Shi) )
Q22456, Daughter of Todo Torataka (wife of Suzuki Yaemon), Teng Tang Hu Gao Noniang (ling Mu Mi You Wei Men Noqi)
Q22459, Daughter of Todo Torataka (wife of Todo Takatsune), Teng Tang Hu Gao Noniang (teng Tang Gao Jing Noqi)
Q22460, Daughter of Todo Torataka (wife of Todo Yoshitsune), Teng Tang Hu Gao Noniang (teng Tang Liang Lian Noqi)
Q22466, Daughter of Todo Takatsugu (wife of Ando Shigeyuki), Teng Tang Gao Ci Noniang (an Teng Zhong Zhi Nozheng Shi)
Q22467, Daughter of Todo Takatsugu (wife of Senshuji Gyoen), Teng Tang Gao Ci Noniang (zhuan Xiu Si Yao Yuan Noqi) )
Q22469, Daughter of Senjuji Takahide (wife of Todo Takahiro), Zhuan Xiu Si Yao Xiu Noniang (teng Tang Gao Guang Noqi)
Q22491, Adopted daughter of Okubo Tadachika (wife of Yamaguchi Shigenobu), Da Jiu Bao Zhong Lin Noyang Nu (shan Kou Zhong Xin Nozheng Shi)
Q22493, Daughter of Tokunaga Masazumi (wife of Kanjuji Tsunehiro), De Yong Chang Chun Noniang (quan Xiu Si Jing Guang Noqi)
Q22494, Gekkoin (concubine of Wakisaka Yasumasa), Yue Guang Yuan (xie Ban An Zheng Noce Shi)
Q22513, Daughter of Ii Naoki (wife of Ii Naotomo), Jing Yi Zhi Xing Noniang (jing Yi Zhi Zhao Nozheng Shi) )
Q22514, daughter of Ii Naoki (wife of Abe Masataka), Jing Yi Zhi Xing Noniang (a Bu Zheng Qiao Nozheng Shi)
Q22530, daughter of Inaba Norimichi (wife of Suwa Tadatsune), Dao Xie Dian Tong Noniang (zou Fang Zhong Heng Nozheng Shi)
Q22532, daughter of Toyama Tomotada (wife of Yamamura Yoshikatsu), Yuan Shan You Zhong Noniang (shan Cun Liang Sheng Noqi)
Q22539, daughter of Yoshihiro Chinnobu (wife of Otomo Chikaie), Ji Hong Zhen Xin Noniang (da You Qin Jia Noqi)
Q22546, daughter of Hosokawa Sumimoto (wife of Hatakeyama Yoshitaka), Xi Chuan Cheng Yuan Noniang (cen Shan Yi Yao Nozheng Shi) )
Q22547, Daughter of Hosokawa Sumimoto (wife of Arima Shigenori), Xi Chuan Cheng Yuan Noniang (you Ma Zhong Ze Nozheng Shi)
Q22550, Daughter of Tsutsui Yoshiaki (wife of Ido Yoshihiro), Tong Jing Shun Zhao Noniang (jing Hu Liang Hong Noqi)
Q22557, Fourth daughter of Chosokabe Motochika (wife of Yoshimatsu Juemon), Chang Zong Wo Bu Yuan Qin Nosi Nu (ji Song Shi You Wei Men Nozheng Shi)
Q22558, Daughter of Chosokabe Nobuchika (wife of Chosokabe Morichika), Chang Zong Wo Bu Xin Qin Noniang (chang Zong Wo Bu Sheng Qin Nozheng Shi)
Q22567, Daughter of Inaba Kazumichi (wife of Mizoguchi Nobunao), Dao Xie Yi Tong Noniang (gou Kou Xuan Zhi Nozheng Shi)
Q22571, daughter of Ikeda Nagamasa (wife of Araki Murashige), Chi Tian Chang Zheng Noniang (huang Mu Cun Zhong Nozheng Shi)
Q22574, Ido Kakuhiro (Warring States period), Jing Hu Jue Hong (zhan Guo Shi Dai)
Q22575, daughter of Takahashi Hisamitsu (wife of Mori Okimoto), Gao Qiao Jiu Guang Noniang (mao Li Xing Yuan Nozheng Shi)
Q22613, daughter of Wakebe Nobumasa (wife of Kawahira Saneaki), Fen Bu Xin Zheng Noniang (he Qi Shi Quan Noqi)
Q22620, daughter of Hosokawa Yukimochi (wife of Kume Yoshihiro), Xi Chuan Zhi Chi Noniang (jiu Mi Yi Guang Noqi) )
Q22635, Daughter of Kanshuji Masaaki (wife of Hirohashi Kanehide), Quan Xiu Si Zheng Xian Noniang (guang Qiao Jian Xiu Noqi)
Q22642, Daughter of Ise Sadamitsu (wife of Takakura Nagaie), Yi Shi Zhen Lu Noniang (gao Cang Yong Jia Noqi)
Q22648, Hamuro Sadou (son of Hamuro Yorifusa), Xie Shi Ding Teng (xie Shi Lai Fang Nozi)
Q22649, Daughter of Hamuro Yorifusa (wife of Itsuji Nonaka), Xie Shi Lai Fang Noniang (wu Sip Zhi Zhong Noqi)
Q22654, Daughter of Hirohashi Kanehide (wife of Niwada Shigeyasu), Guang Qiao Jian Xiu Noniang (ting Tian Zhong Bao Noqi)
Q22656, Daughter of Takakura Nagaie (Wife of Hirohashi Kunimitsu), Gao Cang Yong Jia Noniang (guang Qiao Guo Guang Noqi)
Q22661, Daughter of Matsunaga Hisahide (wife of Hineno Hirokatsu), Song Yong Jiu Xiu Noniang (ri Gen Ye Hong Sheng Noqi)
Q22662, Daughter of Matsunaga Hisahide (wife of Takeuchi Nagaharu), Song Yong Jiu Xiu Noniang (zhu Nei Chang Zhi Noqi)
Q22664, Daughter of Naito Hironori (wife of Naito Okimori), Nei Teng Hong Ju Noniang (nei Teng Xing Sheng Nozheng Shi)
Q22665, Daughter of Naito Hironori (wife of Yoshimi Yorioki), Nei Teng Hong Ju Noniang (ji Jian Lai Xing Noqi)
Q22667, Daughter of Yoshimi Takayori (wife of Naito Takaharu), Ji Jian Long Lai Noniang (nei Teng Long Chun Nozheng Shi)
Q22670, Sister of Hosokawa Ujiyuki (wife of Akamatsu Harumasa), Xi Chuan Shi Zhi Nozi Mei (chi Song Qing Zheng Noqi)
Q22673, Daughter of Fujitani Tamejyo (wife of Hanazono Kimiharu), Teng Gu Wei Tiao Noniang (hua Yuan Gong Qing Noqi)
Q22674, Daughter of Fujitani Tamejyo (wife of Higashizono Motonaga), Teng Gu Wei Tiao Noniang (dong Yuan Ji Chang Nozheng Shi)
Q22679, Daughter of Masayoshimachi Sanetyo (wife of Nakagawa Hisatada), Zheng Qin Ting Shi Li Noniang (zhong Chuan Jiu Zhong Nozheng Shi)
Q22681, Daughter of Ayanokoji Takaari (wife of Sueyoshi Magozaemon), Ling Xiao Lu Gao You Noniang (mo Ji Sun Zuo Wei Men Noqi)
Q22691, Bo Yi Xu Noniang's daughter (wife of Bo Zhu Guang), Bo Zhu Guang Noqi
Q22697, Ashina Morishi's daughter (wife of Yuki Yoshichika), Lu Ming Sheng Shi Noniang (jie Cheng Yi Qin Nozheng Shi)
Q22700, Kakeda Yoshimune (eldest son of Kakeda Toshimune), Xuan Tian Yi Zong (xuan Tian Jun Zong Nodi Nan)
Q22710, Kougenji Chiyou's daughter (wife of Seikanji Kyobo), Guang Yuan Si Zhi You Noniang (qing Xian Si Gong Fang Nozheng Shi)
Q22712, Kakeda Kyobo's daughter (wife of Tominojo), Qing Xian Si Gong Fang Noniang (fu Xiao Lu Lai Zhi) Noqi)
Q22718, daughter of Takatsuji Toyonaga (wife of Takatsuji Nagatsugu), Gao Sip Li Chang Noniang (gao Sip Chang Liang Noqi)
Q22720, daughter of Tsutsumi Terunaga (wife of Boshiro Toshikiyo), Di HChang Noniang (Fang Cheng Jun Qing Noqi)
Q22723, daughter of Bojo Toshikiyo (wife of Bojo Toshimasa), Fang Cheng Jun Qing Noniang (Fang Cheng Jun Jiang Noqi)
Q22727, daughter of Yao Hui (wife of Gojo Tametomo), Yao Hui Noniang (Wu Tiao Wei Jing Noqi)
Q22729, daughter of Takakura Nagaatsu (wife of Kiyooka Nagatoki), Gao Cang Yong Dun Noniang (Qing Gang Chang Shi Noqi)
Q22737, daughter of Nishinotoin Tokinari (wife of Chiaki Sueju), Xi Dong Yuan Shi Cheng Noniang (Qian Qiu Ji Shou Noqi)
Q22743, sister of Inui Awa Tomonaga (wife of Kurahashi Yasuaki), Gan An Fang Zhi Chang Nomei (Cang Qiao Tai Zhang Noqi)
Q22748, daughter of Jimyoin Motohisa (wife of Hagiwara Kanetsugu), Chi Ming Yuan Ji Jiu Noniang (qiu Yuan Jian Cong Noqi)
Q22751, daughter of Sonoike Sanemori (wife of Shigenoi Sanezen), Yuan Chi Shi Shou Noniang (zi Ye Jing Shi Quan Noqi)
Q22786, daughter of Uramatsu Ikkimitsu (wife of Washio Takatoshi), Li Song Yi Guang Noniang (jiu Wei Long Yin Noqi)
Q22788, daughter of Washio Takatoshi (wife of Ano Kimio), Jiu Wei Long Yin Noniang (a Ye Gong Xu Noqi)
Q22789, daughter of Hase Tadayo (wife of Washio Takanaga), Chang Gu Zhong Neng Noniang (jiu Wei Long Chang Noqi) )
Q22790, daughter of Sonoike Sanemori (wife of Yanagiwara Mitsutsuna), Yuan Chi Shi Shou Noniang (liu Yuan Guang Gang Noqi)
Q22796, daughter of Sanjonishi Kinfuku (wife of Masagimachi Sanjon Kintsune), San Tiao Xi Gong Fu Noniang (zheng Qin Ting San Tiao Gong Ji Noqi)
Q22797, daughter of Sanjonishi Kinfuku (wife of Shijon Takanori), San Tiao Xi Gong Fu Noniang (si Tiao Long Xu Noqi)
Q22799, daughter of Saionji Kinmitsu (legal wife of Kuga Tsuna), Xi Yuan Si Gong Man Noniang (jiu Wo Tong Ming Nozheng Shi)
Q22802, daughter of Hanazono Sanemitsu (wife of Yoshida Kaneyoshi), Hua Yuan Shi Man Noniang (ji Tian Jian Jing Noqi) )
Q22805, Yoshida Kaneyoshi's daughter (wife of Higuchi Yasuhiro), Ji Tian Jian Jing Noniang (tong Kou Kang Xi Noqi)
Q22806, Yoshida Kaneyoshi's daughter (wife of Uramatsu Masumitsu), Ji Tian Jian Jing Noniang (li Song Yi Guang Noqi)
Q22807, Yoshida Kaneyoshi's daughter (wife of Honami Harunobu), Ji Tian Jian Jing Noniang (sui Bo Qing Xuan Noqi)
Q22808, Yoshida Kaneyoshi's daughter (wife of Manri no Koji Hisafusa), Ji Tian Jian Jing Noniang (mo Li Xiao Lu Shang Fang Noqi)
Q22812, Sanjō Saneharu's daughter (wife of Ii Naomichi), San Tiao Shi Zhi Noniang (jing Yi Zhi Tong Nozheng Shi) )
Q22815, Daughter of Imadegawa Kinsen (wife of Imadegawa Masatoshi), Jin Chu Chuan Gong Quan Noniang (jin Chu Chuan Cheng Ji Nozheng Shi)
Q22829, Yoshiko Ichijo (daughter of Ichijo Tadayoshi), Yi Tiao Liang Zi (yi Tiao Zhong Liang Noniang)
Q22842, Ayako Takeuchi (Viscountess), Zhu Nei Xuan Zi (zi Jue Fu Ren)
Q22878, Yagi clan (concubine of Tokugawa Narimasa), Ba Mu Shi (de Chuan Qi Kuang Noce Shi)
Q22889, Daughter of Inaba Tsunemichi (wife of Kanshuji Kendo), Dao Xie Heng Tong Noniang (quan Xiu Si Xian Dao Nozheng Shi)
Q22890, Daughter of Asukai Masashige (Wife of Kanjuji Keiitsu), Fei Niao Jing Ya Zhong Noniang (quan Xiu Si Jing Yi Nozheng Shi)
Q22893, Daughter of Kanjuji Keiitsu (wife of Boshiro Toshiaki), Quan Xiu Si Jing Yi Noniang (fang Cheng Jun Ming Noqi)
Q22896, Daughter of Takeuchi Korenaga (wife of Tsutsumi Deputy Chief), Zhu Nei Wei Yong Noniang (di Dai Chang Nozheng Shi)
Q22897, Daughter of Kanjuji Kendo (wife of Hamuro Yorihisa), Quan Xiu Si Xian Dao Noniang (xie Shi Lai Xi Noqi)
Q22900, Adopted son of Ishino Motomune (wife of Takano Yasuka), Shi Ye Ji Dong Noyou Zi (gao Ye Bao Xiang Noqi)
Q22977, Princess Kotohime (Tokugawa Ienari's 22nd daughter), Qin Ji (de Chuan Jia Qi Er Shi Er Nu)
Q22978, Seiun-in (Tokugawa Ienari's son), Qing Yun Yuan (de Chuan Jia Qi Nozi)
Q23001, Horio Yasunaga's daughter (Masamichi Kinmichi's wife), Ku Wei Tai Chang Noniang (zheng Qin Ting Gong Tong Noqi)
Q23006, Masamichi Suetoshi's daughter (Okazaki Nobumochi's wife), Zheng Qin Ting Ji Jun Noniang (gang Qi Xuan Chi Noqi)
Q23008, Ikejiri Tomotaka's daughter (Umezono Sueyasu's wife), Chi Kao Gong Xiao Noniang (mei Yuan Ji Bao Noqi)
Q23018, Tsutsumi Tainaga's daughter (Ishino Mototsuna's wife), Di Dai Chang Noniang (shi Ye Ji Gang Noqi) )
Q23032, daughter of Jimyoin Motosada (wife of Takakura Nagaatsu), Chi Ming Yuan Ji Ding Noniang (gao Cang Yong Dun Noqi)
Q23036, adopted daughter of Umekoji Tomokata (wife of General Takatsuji), Mei Xiao Lu Gong Fang Noyang Nu (gao Sip Zong Chang Noqi)
Q23038, daughter of General Takatsuji (wife of Ano Sanetoshi), Gao Sip Zong Chang Noniang (a Ye Shi Wei Noqi)
Q23040, daughter of Tsuchimikado Yasukuni (wife of Takatsuji Fukunaga), Tu Yu Men Tai Bang Noniang (gao Sip Fu Chang Nozheng Shi)
Q23051, daughter of Nabeshima Naotaka (wife of Nabeshima Naoki), Guo Dao Zhi Yao Noniang (guo Dao Zhi Ji Nozheng Shi) )
Q23796, Daughter of Miyoshi Masanaga (wife of Ikeda Nobumasa), San Hao Zheng Chang Noniang (chi Tian Xin Zheng Noqi)
Q23815, Daughter of Otawara Tsunakiyo (wife of Fukuhara Sukehiro), Da Tian Yuan Gang Qing Noniang (fu Yuan Zi Guang Nozheng Shi)
Q23816, Daughter of Otawara Tsunakiyo (wife of Iono Suketomo), Da Tian Yuan Gang Qing Noniang (yi Wang Ye Zi You Noqi)
Q23819, Daughter of Takakura Nagaatsu (wife of Higashizono Motokazu), Gao Cang Yong Dun Noniang (dong Yuan Ji Liang Noqi)
Q23821, Satake Yoshiaki (Northern clan), Zuo Zhu Yi Ming (bei Jia)
Q23828, Ashino Sukeyasu (Yamato no Kami), Lu Ye Zi Tai (da He Shou)
Q23836, Daughter of Miyoshi Motonaga (wife of Ichinomiya Narisuke), San Hao Yuan Chang Noniang (yi Gong Cheng Zhu Noqi)
Q23837, Daughter of Miyoshi Motonaga (wife of Onishi Yoritake), San Hao Yuan Chang Noniang (da Xi Lai Wu Noqi)
Q23838, Daughter of Miyoshi Motonaga (wife of Akutagawa Magojuro), San Hao Yuan Chang Noniang (jie Chuan Sun Shi Lang Noqi)
Q23839, Daughter of Hatano Hidetada (wife of Miyoshi Nagayoshi), Bo Duo Ye Xiu Zhong Noniang (san Hao Chang Qing Nozheng Shi)
Q23840, Daughter of Yusa Naganori (second wife of Miyoshi Nagayoshi), You Zuo Chang Jiao Noniang (san Hao Chang Qing Noji Shi)
Q23842, Daughter of Kume Yoshihiro (wife of Miyoshi Saneyasu), Jiu Mi Yi Guang Noniang (san Hao Shi Xiu Nozheng Shi)
Q23860, Satake Yoshinaga (son of Satake Yoshikata), Zuo Zhu Yi Chang (zuo Zhu Yi Xian Nozi)
Q23867, Jikoin (wife of Ota Shigetsura), Ci Guang Yuan (tai Tian Mao Lian Noqi)
Q23874, Daughter of Naruse Masanari (wife of Itakura Shigemune), Cheng Lai Zheng Cheng Noniang (ban Cang Zhong Zong Nozheng Shi)
Q23885, Daughter of Kuga Hiromichi (wife of Yotsutsuji Suesuke), Jiu Wo Guang Tong Noniang (si Sip Ji Fu Noqi) )
Q23897, Daughter of Hatakeyama Masahiro (wife of Manrikoji Hidefusa), Cen Shan Zheng Xi Noniang (mo Li Xiao Lu Xiu Fang Noqi )
Q23899, Daughter of Hino Sukekatsu (wife of Hiramatsu Tokiyori), Ri Ye Zi Sheng Noniang (ping Song Shi Yong Noqi )
Q23900, Daughter of Hino Sukekatsu (wife of Hanabusa Masae), Ri Ye Zi Sheng Noniang (hua Fang Zheng Rong Noqi )
Q23908, Daughter of Umezono Sueyasu (wife of Mimuroto Sukeyoshi), Mei Yuan Ji Bao Noniang (san Shi Hu Zi Shun Noqi )
Q23909, Daughter of Yanagiwara Sukekan (wife of Kitakoji Tokumitsu), Liu Yuan Zi Lian Noniang (bei Xiao Lu De Guang Noqi )
Q23921, daughter of Miyake Takasada (wife of Toyama Kageyuki), San Zhai Gao Zhen Noniang (yuan Shan Jing Xing Noqi)
Q23929, eldest daughter of Sakai Tadakichi (wife of Kira Yoshifuyu), Jiu Jing Zhong Ji Nochang Nu (ji Liang Yi Dong Noqi)
Q23934, daughter of Gojo Tametsune (wife of Nakayama Reizei Tamechika), Wu Tiao Wei Jing Noniang (zhong Shan Leng Quan Wei Qin Noqi)
Q23948, Rengein (wife of Ishii Tsunenobu), Lian Hua Yuan (shi Jing Chang Yan Nozheng Shi)
Q23974, Daughter of Hijikata Yukihisa (wife of Hirano Nagayasu), Tu Fang Xiong Jiu Noniang (ping Ye Chang Tai Nozheng Shi)
Q23985, Daughter of Nanbu Yukinobu (wife of Aoyama Yukinori), Nan Bu Xing Xin Noniang (qing Shan Xing Du Zheng Shi)
Q23986, Daughter of Nanbu Yukinobu (wife of Makino Hidenari), Nan Bu Xing Xin Noniang (mu Ye Ying Cheng Zheng Shi)
Q23987, Daughter of Nanbu Yukinobu (wife of Nanbu Naomasa), Nan Bu Xing Xin Noniang (nan Bu Zhi Zheng Zheng Shi) )
Q23991, Imai clan (concubine of Mōri Masanae), Jin Jing Shi (mao Li Zheng Miao Noce Shi)
Q23993, daughter of Mōri Masanae (wife of Mōri Hiroen), Mao Li Zheng Miao Noniang (mao Li Guang Yuan Nozheng Shi)
Q23994, daughter of Mōri Masanae (wife of Reizei Tamei), Mao Li Zheng Miao Noniang (leng Quan Wei Rong Noqi)
Q23996, Lord Muromachi (wife of Kanamori Kōshige), Shi Ting Dian (jin Sen Ke Zhong Nozheng Shi)
Q23998, daughter of Kanamori Kōshige (wife of Suetsugu Heizo), Jin Sen Ke Zhong Noniang (mo Ci Ping Zang Noqi)
Q24006, daughter of Hineno Hironari (second wife of Asano clan), Ri Gen Ye Hong Jiu Noniang (qian Ye Shi Ci Noqi)
Q24009, daughter of Yamana Muneyoshi (wife of Ano Sanetoki), Shan Ming Zong Yi Noniang (a Ye Shi Shi Nojia Nu Fang)
Q24012, daughter of Asano Nagatsugu (wife of Tarao Mitsusada), Qian Ye Chang Ji Noniang (duo Luo Wei Guang Ding Noqi)
Q24027, daughter of Hineno Takayoshi (wife of Shibata Katsumasa), Ri Gen Ye Gao Ji Noniang (chai Tian Sheng Zheng Nozheng Shi)
Q24028, daughter of Hineno Yoshitoki (wife of Shibata Katsushige), Ri Gen Ye Ji Shi Noniang (chai Tian Sheng Zhong Nozheng Shi)
